expanded_index,source_eps_index,equilibrium_index,equilibrium_label,pulse,t_s
7807,1301,0,p11419_20to160ms,11419,0.050672389566898346
7808,1301,0,p11419_20to160ms,11419,0.08002861589193344
7809,1301,0,p11419_20to160ms,11419,0.10286123305559158
7810,1301,0,p11419_20to160ms,11419,0.12732474505901337
7811,1301,0,p11419_20to160ms,11419,0.1583118736743927
7812,1302,0,p11419_20to160ms,11419,0.020228898152709007
7813,1302,0,p11419_20to160ms,11419,0.050672389566898346
7814,1302,0,p11419_20to160ms,11419,0.08002861589193344
7815,1302,0,p11419_20to160ms,11419,0.10286123305559158
7816,1302,0,p11419_20to160ms,11419,0.12732474505901337
7817,1302,0,p11419_20to160ms,11419,0.1583118736743927
7818,1303,0,p11419_20to160ms,11419,0.020228898152709007
7819,1303,0,p11419_20to160ms,11419,0.050672389566898346
7820,1303,0,p11419_20to160ms,11419,0.08002861589193344
7821,1303,0,p11419_20to160ms,11419,0.10286123305559158
7822,1303,0,p11419_20to160ms,11419,0.12732474505901337
7823,1303,0,p11419_20to160ms,11419,0.1583118736743927
7824,1304,0,p11419_20to160ms,11419,0.020228898152709007
7825,1304,0,p11419_20to160ms,11419,0.050672389566898346
7826,1304,0,p11419_20to160ms,11419,0.08002861589193344
7827,1304,0,p11419_20to160ms,11419,0.10286123305559158
7828,1304,0,p11419_20to160ms,11419,0.12732474505901337
7829,1304,0,p11419_20to160ms,11419,0.1583118736743927
7830,1305,0,p11419_20to160ms,11419,0.020228898152709007
7831,1305,0,p11419_20to160ms,11419,0.050672389566898346
7832,1305,0,p11419_20to160ms,11419,0.08002861589193344
7833,1305,0,p11419_20to160ms,11419,0.10286123305559158
7834,1305,0,p11419_20to160ms,11419,0.12732474505901337
7835,1305,0,p11419_20to160ms,11419,0.1583118736743927
7836,1306,0,p11419_20to160ms,11419,0.020228898152709007
7837,1306,0,p11419_20to160ms,11419,0.050672389566898346
7838,1306,0,p11419_20to160ms,11419,0.08002861589193344
7839,1306,0,p11419_20to160ms,11419,0.10286123305559158
7840,1306,0,p11419_20to160ms,11419,0.12732474505901337
7841,1306,0,p11419_20to160ms,11419,0.1583118736743927
7842,1307,0,p11419_20to160ms,11419,0.020228898152709007
7843,1307,0,p11419_20to160ms,11419,0.050672389566898346
7844,1307,0,p11419_20to160ms,11419,0.08002861589193344
7845,1307,0,p11419_20to160ms,11419,0.10286123305559158
7846,1307,0,p11419_20to160ms,11419,0.12732474505901337
7847,1307,0,p11419_20to160ms,11419,0.1583118736743927
7848,1308,0,p11419_20to160ms,11419,0.020228898152709007
7849,1308,0,p11419_20to160ms,11419,0.050672389566898346
7850,1308,0,p11419_20to160ms,11419,0.08002861589193344
7851,1308,0,p11419_20to160ms,11419,0.10286123305559158
7852,1308,0,p11419_20to160ms,11419,0.12732474505901337
7853,1308,0,p11419_20to160ms,11419,0.1583118736743927
7854,1309,0,p11419_20to160ms,11419,0.020228898152709007
7855,1309,0,p11419_20to160ms,11419,0.050672389566898346
7856,1309,0,p11419_20to160ms,11419,0.08002861589193344
7857,1309,0,p11419_20to160ms,11419,0.10286123305559158
7858,1309,0,p11419_20to160ms,11419,0.12732474505901337
7859,1309,0,p11419_20to160ms,11419,0.1583118736743927
7860,1310,0,p11419_20to160ms,11419,0.020228898152709007
7861,1310,0,p11419_20to160ms,11419,0.050672389566898346
7862,1310,0,p11419_20to160ms,11419,0.08002861589193344
7863,1310,0,p11419_20to160ms,11419,0.10286123305559158
7864,1310,0,p11419_20to160ms,11419,0.12732474505901337
7865,1310,0,p11419_20to160ms,11419,0.1583118736743927
7866,1311,0,p11419_20to160ms,11419,0.020228898152709007
7867,1311,0,p11419_20to160ms,11419,0.050672389566898346
7868,1311,0,p11419_20to160ms,11419,0.08002861589193344
7869,1311,0,p11419_20to160ms,11419,0.10286123305559158
7870,1311,0,p11419_20to160ms,11419,0.12732474505901337
7871,1311,0,p11419_20to160ms,11419,0.1583118736743927
7872,1312,0,p11419_20to160ms,11419,0.020228898152709007
7873,1312,0,p11419_20to160ms,11419,0.050672389566898346
7874,1312,0,p11419_20to160ms,11419,0.08002861589193344
7875,1312,0,p11419_20to160ms,11419,0.10286123305559158
7876,1312,0,p11419_20to160ms,11419,0.12732474505901337
7877,1312,0,p11419_20to160ms,11419,0.1583118736743927
7878,1313,0,p11419_20to160ms,11419,0.020228898152709007
7879,1313,0,p11419_20to160ms,11419,0.050672389566898346
7880,1313,0,p11419_20to160ms,11419,0.08002861589193344
7881,1313,0,p11419_20to160ms,11419,0.10286123305559158
7882,1313,0,p11419_20to160ms,11419,0.12732474505901337
7883,1313,0,p11419_20to160ms,11419,0.1583118736743927
7884,1314,0,p11419_20to160ms,11419,0.020228898152709007
7885,1314,0,p11419_20to160ms,11419,0.050672389566898346
7886,1314,0,p11419_20to160ms,11419,0.08002861589193344
7887,1314,0,p11419_20to160ms,11419,0.10286123305559158
7888,1314,0,p11419_20to160ms,11419,0.12732474505901337
7889,1314,0,p11419_20to160ms,11419,0.1583118736743927
7890,1315,0,p11419_20to160ms,11419,0.020228898152709007
7891,1315,0,p11419_20to160ms,11419,0.050672389566898346
7892,1315,0,p11419_20to160ms,11419,0.08002861589193344
7893,1315,0,p11419_20to160ms,11419,0.10286123305559158
7894,1315,0,p11419_20to160ms,11419,0.12732474505901337
7895,1315,0,p11419_20to160ms,11419,0.1583118736743927
7896,1316,0,p11419_20to160ms,11419,0.020228898152709007
7897,1316,0,p11419_20to160ms,11419,0.050672389566898346
7898,1316,0,p11419_20to160ms,11419,0.08002861589193344
7899,1316,0,p11419_20to160ms,11419,0.10286123305559158
7900,1316,0,p11419_20to160ms,11419,0.12732474505901337
7901,1316,0,p11419_20to160ms,11419,0.1583118736743927
7902,1317,0,p11419_20to160ms,11419,0.020228898152709007
7903,1317,0,p11419_20to160ms,11419,0.050672389566898346
7904,1317,0,p11419_20to160ms,11419,0.08002861589193344
7905,1317,0,p11419_20to160ms,11419,0.10286123305559158
7906,1317,0,p11419_20to160ms,11419,0.12732474505901337
7907,1317,0,p11419_20to160ms,11419,0.1583118736743927
7908,1318,0,p11419_20to160ms,11419,0.020228898152709007
7909,1318,0,p11419_20to160ms,11419,0.050672389566898346
7910,1318,0,p11419_20to160ms,11419,0.08002861589193344
7911,1318,0,p11419_20to160ms,11419,0.10286123305559158
7912,1318,0,p11419_20to160ms,11419,0.12732474505901337
7913,1318,0,p11419_20to160ms,11419,0.1583118736743927
7914,1319,0,p11419_20to160ms,11419,0.020228898152709007
7915,1319,0,p11419_20to160ms,11419,0.050672389566898346
7916,1319,0,p11419_20to160ms,11419,0.08002861589193344
7917,1319,0,p11419_20to160ms,11419,0.10286123305559158
7918,1319,0,p11419_20to160ms,11419,0.12732474505901337
7919,1319,0,p11419_20to160ms,11419,0.1583118736743927
7920,1320,0,p11419_20to160ms,11419,0.020228898152709007
7921,1320,0,p11419_20to160ms,11419,0.050672389566898346
7922,1320,0,p11419_20to160ms,11419,0.08002861589193344
7923,1320,0,p11419_20to160ms,11419,0.10286123305559158
7924,1320,0,p11419_20to160ms,11419,0.12732474505901337
7925,1320,0,p11419_20to160ms,11419,0.1583118736743927
7926,1321,0,p11419_20to160ms,11419,0.020228898152709007
7927,1321,0,p11419_20to160ms,11419,0.050672389566898346
7928,1321,0,p11419_20to160ms,11419,0.08002861589193344
7929,1321,0,p11419_20to160ms,11419,0.10286123305559158
7930,1321,0,p11419_20to160ms,11419,0.12732474505901337
7931,1321,0,p11419_20to160ms,11419,0.1583118736743927
7932,1322,0,p11419_20to160ms,11419,0.020228898152709007
7933,1322,0,p11419_20to160ms,11419,0.050672389566898346
7934,1322,0,p11419_20to160ms,11419,0.08002861589193344
7935,1322,0,p11419_20to160ms,11419,0.10286123305559158
7936,1322,0,p11419_20to160ms,11419,0.12732474505901337
7937,1322,0,p11419_20to160ms,11419,0.1583118736743927
7938,1323,0,p11419_20to160ms,11419,0.020228898152709007
7939,1323,0,p11419_20to160ms,11419,0.050672389566898346
7940,1323,0,p11419_20to160ms,11419,0.08002861589193344
7941,1323,0,p11419_20to160ms,11419,0.10286123305559158
7942,1323,0,p11419_20to160ms,11419,0.12732474505901337
7943,1323,0,p11419_20to160ms,11419,0.1583118736743927
7944,1324,0,p11419_20to160ms,11419,0.020228898152709007
7945,1324,0,p11419_20to160ms,11419,0.050672389566898346
7946,1324,0,p11419_20to160ms,11419,0.08002861589193344
7947,1324,0,p11419_20to160ms,11419,0.10286123305559158
7948,1324,0,p11419_20to160ms,11419,0.12732474505901337
7949,1324,0,p11419_20to160ms,11419,0.1583118736743927
7950,1325,0,p11419_20to160ms,11419,0.020228898152709007
7951,1325,0,p11419_20to160ms,11419,0.050672389566898346
7952,1325,0,p11419_20to160ms,11419,0.08002861589193344
7953,1325,0,p11419_20to160ms,11419,0.10286123305559158
7954,1325,0,p11419_20to160ms,11419,0.12732474505901337
7955,1325,0,p11419_20to160ms,11419,0.1583118736743927
7956,1326,0,p11419_20to160ms,11419,0.020228898152709007
7957,1326,0,p11419_20to160ms,11419,0.050672389566898346
7958,1326,0,p11419_20to160ms,11419,0.08002861589193344
7959,1326,0,p11419_20to160ms,11419,0.10286123305559158
7960,1326,0,p11419_20to160ms,11419,0.12732474505901337
7961,1326,0,p11419_20to160ms,11419,0.1583118736743927
7962,1327,0,p11419_20to160ms,11419,0.020228898152709007
7963,1327,0,p11419_20to160ms,11419,0.050672389566898346
7964,1327,0,p11419_20to160ms,11419,0.08002861589193344
7965,1327,0,p11419_20to160ms,11419,0.10286123305559158
7966,1327,0,p11419_20to160ms,11419,0.12732474505901337
7967,1327,0,p11419_20to160ms,11419,0.1583118736743927
7968,1328,0,p11419_20to160ms,11419,0.020228898152709007
7969,1328,0,p11419_20to160ms,11419,0.050672389566898346
7970,1328,0,p11419_20to160ms,11419,0.08002861589193344
7971,1328,0,p11419_20to160ms,11419,0.10286123305559158
7972,1328,0,p11419_20to160ms,11419,0.12732474505901337
7973,1328,0,p11419_20to160ms,11419,0.1583118736743927
7974,1329,0,p11419_20to160ms,11419,0.020228898152709007
7975,1329,0,p11419_20to160ms,11419,0.050672389566898346
7976,1329,0,p11419_20to160ms,11419,0.08002861589193344
7977,1329,0,p11419_20to160ms,11419,0.10286123305559158
7978,1329,0,p11419_20to160ms,11419,0.12732474505901337
7979,1329,0,p11419_20to160ms,11419,0.1583118736743927
7980,1330,0,p11419_20to160ms,11419,0.020228898152709007
7981,1330,0,p11419_20to160ms,11419,0.050672389566898346
7982,1330,0,p11419_20to160ms,11419,0.08002861589193344
7983,1330,0,p11419_20to160ms,11419,0.10286123305559158
7984,1330,0,p11419_20to160ms,11419,0.12732474505901337
7985,1330,0,p11419_20to160ms,11419,0.1583118736743927
7986,1331,0,p11419_20to160ms,11419,0.020228898152709007
7987,1331,0,p11419_20to160ms,11419,0.050672389566898346
7988,1331,0,p11419_20to160ms,11419,0.08002861589193344
7989,1331,0,p11419_20to160ms,11419,0.10286123305559158
7990,1331,0,p11419_20to160ms,11419,0.12732474505901337
7991,1331,0,p11419_20to160ms,11419,0.1583118736743927
7992,1332,0,p11419_20to160ms,11419,0.020228898152709007
7993,1332,0,p11419_20to160ms,11419,0.050672389566898346
7994,1332,0,p11419_20to160ms,11419,0.08002861589193344
7995,1332,0,p11419_20to160ms,11419,0.10286123305559158
7996,1332,0,p11419_20to160ms,11419,0.12732474505901337
7997,1332,0,p11419_20to160ms,11419,0.1583118736743927
7998,1333,0,p11419_20to160ms,11419,0.020228898152709007
7999,1333,0,p11419_20to160ms,11419,0.050672389566898346
8000,1333,0,p11419_20to160ms,11419,0.08002861589193344
8001,1333,0,p11419_20to160ms,11419,0.10286123305559158
8002,1333,0,p11419_20to160ms,11419,0.12732474505901337
8003,1333,0,p11419_20to160ms,11419,0.1583118736743927
8004,1334,0,p11419_20to160ms,11419,0.020228898152709007
8005,1334,0,p11419_20to160ms,11419,0.050672389566898346
8006,1334,0,p11419_20to160ms,11419,0.08002861589193344
8007,1334,0,p11419_20to160ms,11419,0.10286123305559158
8008,1334,0,p11419_20to160ms,11419,0.12732474505901337
8009,1334,0,p11419_20to160ms,11419,0.1583118736743927
8010,1335,0,p11419_20to160ms,11419,0.020228898152709007
8011,1335,0,p11419_20to160ms,11419,0.050672389566898346
8012,1335,0,p11419_20to160ms,11419,0.08002861589193344
8013,1335,0,p11419_20to160ms,11419,0.10286123305559158
8014,1335,0,p11419_20to160ms,11419,0.12732474505901337
8015,1335,0,p11419_20to160ms,11419,0.1583118736743927
8016,1336,0,p11419_20to160ms,11419,0.020228898152709007
8017,1336,0,p11419_20to160ms,11419,0.050672389566898346
8018,1336,0,p11419_20to160ms,11419,0.08002861589193344
8019,1336,0,p11419_20to160ms,11419,0.10286123305559158
8020,1336,0,p11419_20to160ms,11419,0.12732474505901337
8021,1336,0,p11419_20to160ms,11419,0.1583118736743927
8022,1337,0,p11419_20to160ms,11419,0.020228898152709007
8023,1337,0,p11419_20to160ms,11419,0.050672389566898346
8024,1337,0,p11419_20to160ms,11419,0.08002861589193344
8025,1337,0,p11419_20to160ms,11419,0.10286123305559158
8026,1337,0,p11419_20to160ms,11419,0.12732474505901337
8027,1337,0,p11419_20to160ms,11419,0.1583118736743927
8028,1338,0,p11419_20to160ms,11419,0.020228898152709007
8029,1338,0,p11419_20to160ms,11419,0.050672389566898346
8030,1338,0,p11419_20to160ms,11419,0.08002861589193344
8031,1338,0,p11419_20to160ms,11419,0.10286123305559158
8032,1338,0,p11419_20to160ms,11419,0.12732474505901337
8033,1338,0,p11419_20to160ms,11419,0.1583118736743927
8034,1339,0,p11419_20to160ms,11419,0.020228898152709007
8035,1339,0,p11419_20to160ms,11419,0.050672389566898346
8036,1339,0,p11419_20to160ms,11419,0.08002861589193344
8037,1339,0,p11419_20to160ms,11419,0.10286123305559158
8038,1339,0,p11419_20to160ms,11419,0.12732474505901337
8039,1339,0,p11419_20to160ms,11419,0.1583118736743927
8040,1340,0,p11419_20to160ms,11419,0.020228898152709007
8041,1340,0,p11419_20to160ms,11419,0.050672389566898346
8042,1340,0,p11419_20to160ms,11419,0.08002861589193344
8043,1340,0,p11419_20to160ms,11419,0.10286123305559158
8044,1340,0,p11419_20to160ms,11419,0.12732474505901337
8045,1340,0,p11419_20to160ms,11419,0.1583118736743927
8046,1341,0,p11419_20to160ms,11419,0.020228898152709007
8047,1341,0,p11419_20to160ms,11419,0.050672389566898346
8048,1341,0,p11419_20to160ms,11419,0.08002861589193344
8049,1341,0,p11419_20to160ms,11419,0.10286123305559158
8050,1341,0,p11419_20to160ms,11419,0.12732474505901337
8051,1341,0,p11419_20to160ms,11419,0.1583118736743927
8052,1342,0,p11419_20to160ms,11419,0.020228898152709007
8053,1342,0,p11419_20to160ms,11419,0.050672389566898346
8054,1342,0,p11419_20to160ms,11419,0.08002861589193344
8055,1342,0,p11419_20to160ms,11419,0.10286123305559158
8056,1342,0,p11419_20to160ms,11419,0.12732474505901337
8057,1342,0,p11419_20to160ms,11419,0.1583118736743927
8058,1343,0,p11419_20to160ms,11419,0.020228898152709007
8059,1343,0,p11419_20to160ms,11419,0.050672389566898346
8060,1343,0,p11419_20to160ms,11419,0.08002861589193344
8061,1343,0,p11419_20to160ms,11419,0.10286123305559158
8062,1343,0,p11419_20to160ms,11419,0.12732474505901337
8063,1343,0,p11419_20to160ms,11419,0.1583118736743927
8064,1344,0,p11419_20to160ms,11419,0.020228898152709007
8065,1344,0,p11419_20to160ms,11419,0.050672389566898346
8066,1344,0,p11419_20to160ms,11419,0.08002861589193344
8067,1344,0,p11419_20to160ms,11419,0.10286123305559158
8068,1344,0,p11419_20to160ms,11419,0.12732474505901337
8069,1344,0,p11419_20to160ms,11419,0.1583118736743927
8070,1345,0,p11419_20to160ms,11419,0.020228898152709007
8071,1345,0,p11419_20to160ms,11419,0.050672389566898346
8072,1345,0,p11419_20to160ms,11419,0.08002861589193344
8073,1345,0,p11419_20to160ms,11419,0.10286123305559158
8074,1345,0,p11419_20to160ms,11419,0.12732474505901337
8075,1345,0,p11419_20to160ms,11419,0.1583118736743927
8076,1346,0,p11419_20to160ms,11419,0.020228898152709007
8077,1346,0,p11419_20to160ms,11419,0.050672389566898346
8078,1346,0,p11419_20to160ms,11419,0.08002861589193344
8079,1346,0,p11419_20to160ms,11419,0.10286123305559158
8080,1346,0,p11419_20to160ms,11419,0.12732474505901337
8081,1346,0,p11419_20to160ms,11419,0.1583118736743927
8082,1347,0,p11419_20to160ms,11419,0.020228898152709007
8083,1347,0,p11419_20to160ms,11419,0.050672389566898346
8084,1347,0,p11419_20to160ms,11419,0.08002861589193344
8085,1347,0,p11419_20to160ms,11419,0.10286123305559158
8086,1347,0,p11419_20to160ms,11419,0.12732474505901337
8087,1347,0,p11419_20to160ms,11419,0.1583118736743927
8088,1348,0,p11419_20to160ms,11419,0.020228898152709007
8089,1348,0,p11419_20to160ms,11419,0.050672389566898346
8090,1348,0,p11419_20to160ms,11419,0.08002861589193344
8091,1348,0,p11419_20to160ms,11419,0.10286123305559158
8092,1348,0,p11419_20to160ms,11419,0.12732474505901337
8093,1348,0,p11419_20to160ms,11419,0.1583118736743927
8094,1349,0,p11419_20to160ms,11419,0.020228898152709007
8095,1349,0,p11419_20to160ms,11419,0.050672389566898346
8096,1349,0,p11419_20to160ms,11419,0.08002861589193344
8097,1349,0,p11419_20to160ms,11419,0.10286123305559158
8098,1349,0,p11419_20to160ms,11419,0.12732474505901337
8099,1349,0,p11419_20to160ms,11419,0.1583118736743927
8100,1350,0,p11419_20to160ms,11419,0.020228898152709007
8101,1350,0,p11419_20to160ms,11419,0.050672389566898346
8102,1350,0,p11419_20to160ms,11419,0.08002861589193344
8103,1350,0,p11419_20to160ms,11419,0.10286123305559158
8104,1350,0,p11419_20to160ms,11419,0.12732474505901337
8105,1350,0,p11419_20to160ms,11419,0.1583118736743927
8106,1351,0,p11419_20to160ms,11419,0.020228898152709007
8107,1351,0,p11419_20to160ms,11419,0.050672389566898346
8108,1351,0,p11419_20to160ms,11419,0.08002861589193344
8109,1351,0,p11419_20to160ms,11419,0.10286123305559158
8110,1351,0,p11419_20to160ms,11419,0.12732474505901337
8111,1351,0,p11419_20to160ms,11419,0.1583118736743927
8112,1352,0,p11419_20to160ms,11419,0.020228898152709007
8113,1352,0,p11419_20to160ms,11419,0.050672389566898346
8114,1352,0,p11419_20to160ms,11419,0.08002861589193344
8115,1352,0,p11419_20to160ms,11419,0.10286123305559158
8116,1352,0,p11419_20to160ms,11419,0.12732474505901337
8117,1352,0,p11419_20to160ms,11419,0.1583118736743927
8118,1353,0,p11419_20to160ms,11419,0.020228898152709007
8119,1353,0,p11419_20to160ms,11419,0.050672389566898346
8120,1353,0,p11419_20to160ms,11419,0.08002861589193344
8121,1353,0,p11419_20to160ms,11419,0.10286123305559158
8122,1353,0,p11419_20to160ms,11419,0.12732474505901337
8123,1353,0,p11419_20to160ms,11419,0.1583118736743927
8124,1354,0,p11419_20to160ms,11419,0.020228898152709007
8125,1354,0,p11419_20to160ms,11419,0.050672389566898346
8126,1354,0,p11419_20to160ms,11419,0.08002861589193344
8127,1354,0,p11419_20to160ms,11419,0.10286123305559158
8128,1354,0,p11419_20to160ms,11419,0.12732474505901337
8129,1354,0,p11419_20to160ms,11419,0.1583118736743927
8130,1355,0,p11419_20to160ms,11419,0.020228898152709007
8131,1355,0,p11419_20to160ms,11419,0.050672389566898346
8132,1355,0,p11419_20to160ms,11419,0.08002861589193344
8133,1355,0,p11419_20to160ms,11419,0.10286123305559158
8134,1355,0,p11419_20to160ms,11419,0.12732474505901337
8135,1355,0,p11419_20to160ms,11419,0.1583118736743927
8136,1356,0,p11419_20to160ms,11419,0.020228898152709007
8137,1356,0,p11419_20to160ms,11419,0.050672389566898346
8138,1356,0,p11419_20to160ms,11419,0.08002861589193344
8139,1356,0,p11419_20to160ms,11419,0.10286123305559158
8140,1356,0,p11419_20to160ms,11419,0.12732474505901337
8141,1356,0,p11419_20to160ms,11419,0.1583118736743927
8142,1357,0,p11419_20to160ms,11419,0.020228898152709007
8143,1357,0,p11419_20to160ms,11419,0.050672389566898346
8144,1357,0,p11419_20to160ms,11419,0.08002861589193344
8145,1357,0,p11419_20to160ms,11419,0.10286123305559158
8146,1357,0,p11419_20to160ms,11419,0.12732474505901337
8147,1357,0,p11419_20to160ms,11419,0.1583118736743927
8148,1358,0,p11419_20to160ms,11419,0.020228898152709007
8149,1358,0,p11419_20to160ms,11419,0.050672389566898346
8150,1358,0,p11419_20to160ms,11419,0.08002861589193344
8151,1358,0,p11419_20to160ms,11419,0.10286123305559158
8152,1358,0,p11419_20to160ms,11419,0.12732474505901337
8153,1358,0,p11419_20to160ms,11419,0.1583118736743927
8154,1359,0,p11419_20to160ms,11419,0.020228898152709007
8155,1359,0,p11419_20to160ms,11419,0.050672389566898346
8156,1359,0,p11419_20to160ms,11419,0.08002861589193344
8157,1359,0,p11419_20to160ms,11419,0.10286123305559158
8158,1359,0,p11419_20to160ms,11419,0.12732474505901337
8159,1359,0,p11419_20to160ms,11419,0.1583118736743927
8160,1360,0,p11419_20to160ms,11419,0.020228898152709007
8161,1360,0,p11419_20to160ms,11419,0.050672389566898346
8162,1360,0,p11419_20to160ms,11419,0.08002861589193344
8163,1360,0,p11419_20to160ms,11419,0.10286123305559158
8164,1360,0,p11419_20to160ms,11419,0.12732474505901337
8165,1360,0,p11419_20to160ms,11419,0.1583118736743927
8166,1361,0,p11419_20to160ms,11419,0.020228898152709007
8167,1361,0,p11419_20to160ms,11419,0.050672389566898346
8168,1361,0,p11419_20to160ms,11419,0.08002861589193344
8169,1361,0,p11419_20to160ms,11419,0.10286123305559158
8170,1361,0,p11419_20to160ms,11419,0.12732474505901337
8171,1361,0,p11419_20to160ms,11419,0.1583118736743927
8172,1362,0,p11419_20to160ms,11419,0.020228898152709007
8173,1362,0,p11419_20to160ms,11419,0.050672389566898346
8174,1362,0,p11419_20to160ms,11419,0.08002861589193344
8175,1362,0,p11419_20to160ms,11419,0.10286123305559158
8176,1362,0,p11419_20to160ms,11419,0.12732474505901337
8177,1362,0,p11419_20to160ms,11419,0.1583118736743927
8178,1363,0,p11419_20to160ms,11419,0.020228898152709007
8179,1363,0,p11419_20to160ms,11419,0.050672389566898346
8180,1363,0,p11419_20to160ms,11419,0.08002861589193344
8181,1363,0,p11419_20to160ms,11419,0.10286123305559158
8182,1363,0,p11419_20to160ms,11419,0.12732474505901337
8183,1363,0,p11419_20to160ms,11419,0.1583118736743927
8184,1364,0,p11419_20to160ms,11419,0.020228898152709007
8185,1364,0,p11419_20to160ms,11419,0.050672389566898346
8186,1364,0,p11419_20to160ms,11419,0.08002861589193344
8187,1364,0,p11419_20to160ms,11419,0.10286123305559158
8188,1364,0,p11419_20to160ms,11419,0.12732474505901337
8189,1364,0,p11419_20to160ms,11419,0.1583118736743927
8190,1365,0,p11419_20to160ms,11419,0.020228898152709007
8191,1365,0,p11419_20to160ms,11419,0.050672389566898346
8192,1365,0,p11419_20to160ms,11419,0.08002861589193344
8193,1365,0,p11419_20to160ms,11419,0.10286123305559158
8194,1365,0,p11419_20to160ms,11419,0.12732474505901337
8195,1365,0,p11419_20to160ms,11419,0.1583118736743927
8196,1366,0,p11419_20to160ms,11419,0.020228898152709007
8197,1366,0,p11419_20to160ms,11419,0.050672389566898346
8198,1366,0,p11419_20to160ms,11419,0.08002861589193344
8199,1366,0,p11419_20to160ms,11419,0.10286123305559158
8200,1366,0,p11419_20to160ms,11419,0.12732474505901337
8201,1366,0,p11419_20to160ms,11419,0.1583118736743927
8202,1367,0,p11419_20to160ms,11419,0.020228898152709007
8203,1367,0,p11419_20to160ms,11419,0.050672389566898346
8204,1367,0,p11419_20to160ms,11419,0.08002861589193344
8205,1367,0,p11419_20to160ms,11419,0.10286123305559158
8206,1367,0,p11419_20to160ms,11419,0.12732474505901337
8207,1367,0,p11419_20to160ms,11419,0.1583118736743927
8208,1368,0,p11419_20to160ms,11419,0.020228898152709007
8209,1368,0,p11419_20to160ms,11419,0.050672389566898346
8210,1368,0,p11419_20to160ms,11419,0.08002861589193344
8211,1368,0,p11419_20to160ms,11419,0.10286123305559158
8212,1368,0,p11419_20to160ms,11419,0.12732474505901337
8213,1368,0,p11419_20to160ms,11419,0.1583118736743927
8214,1369,0,p11419_20to160ms,11419,0.020228898152709007
8215,1369,0,p11419_20to160ms,11419,0.050672389566898346
8216,1369,0,p11419_20to160ms,11419,0.08002861589193344
8217,1369,0,p11419_20to160ms,11419,0.10286123305559158
8218,1369,0,p11419_20to160ms,11419,0.12732474505901337
8219,1369,0,p11419_20to160ms,11419,0.1583118736743927
8220,1370,0,p11419_20to160ms,11419,0.020228898152709007
8221,1370,0,p11419_20to160ms,11419,0.050672389566898346
8222,1370,0,p11419_20to160ms,11419,0.08002861589193344
8223,1370,0,p11419_20to160ms,11419,0.10286123305559158
8224,1370,0,p11419_20to160ms,11419,0.12732474505901337
8225,1370,0,p11419_20to160ms,11419,0.1583118736743927
8226,1371,0,p11419_20to160ms,11419,0.020228898152709007
8227,1371,0,p11419_20to160ms,11419,0.050672389566898346
8228,1371,0,p11419_20to160ms,11419,0.08002861589193344
8229,1371,0,p11419_20to160ms,11419,0.10286123305559158
8230,1371,0,p11419_20to160ms,11419,0.12732474505901337
8231,1371,0,p11419_20to160ms,11419,0.1583118736743927
8232,1372,0,p11419_20to160ms,11419,0.020228898152709007
8233,1372,0,p11419_20to160ms,11419,0.050672389566898346
8234,1372,0,p11419_20to160ms,11419,0.08002861589193344
8235,1372,0,p11419_20to160ms,11419,0.10286123305559158
8236,1372,0,p11419_20to160ms,11419,0.12732474505901337
8237,1372,0,p11419_20to160ms,11419,0.1583118736743927
8238,1373,0,p11419_20to160ms,11419,0.020228898152709007
8239,1373,0,p11419_20to160ms,11419,0.050672389566898346
8240,1373,0,p11419_20to160ms,11419,0.08002861589193344
8241,1373,0,p11419_20to160ms,11419,0.10286123305559158
8242,1373,0,p11419_20to160ms,11419,0.12732474505901337
8243,1373,0,p11419_20to160ms,11419,0.1583118736743927
8244,1374,0,p11419_20to160ms,11419,0.020228898152709007
8245,1374,0,p11419_20to160ms,11419,0.050672389566898346
8246,1374,0,p11419_20to160ms,11419,0.08002861589193344
8247,1374,0,p11419_20to160ms,11419,0.10286123305559158
8248,1374,0,p11419_20to160ms,11419,0.12732474505901337
8249,1374,0,p11419_20to160ms,11419,0.1583118736743927
8250,1375,0,p11419_20to160ms,11419,0.020228898152709007
8251,1375,0,p11419_20to160ms,11419,0.050672389566898346
8252,1375,0,p11419_20to160ms,11419,0.08002861589193344
8253,1375,0,p11419_20to160ms,11419,0.10286123305559158
8254,1375,0,p11419_20to160ms,11419,0.12732474505901337
8255,1375,0,p11419_20to160ms,11419,0.1583118736743927
8256,1376,0,p11419_20to160ms,11419,0.020228898152709007
8257,1376,0,p11419_20to160ms,11419,0.050672389566898346
8258,1376,0,p11419_20to160ms,11419,0.08002861589193344
8259,1376,0,p11419_20to160ms,11419,0.10286123305559158
8260,1376,0,p11419_20to160ms,11419,0.12732474505901337
8261,1376,0,p11419_20to160ms,11419,0.1583118736743927
8262,1377,0,p11419_20to160ms,11419,0.020228898152709007
8263,1377,0,p11419_20to160ms,11419,0.050672389566898346
8264,1377,0,p11419_20to160ms,11419,0.08002861589193344
8265,1377,0,p11419_20to160ms,11419,0.10286123305559158
8266,1377,0,p11419_20to160ms,11419,0.12732474505901337
8267,1377,0,p11419_20to160ms,11419,0.1583118736743927
8268,1378,0,p11419_20to160ms,11419,0.020228898152709007
8269,1378,0,p11419_20to160ms,11419,0.050672389566898346
8270,1378,0,p11419_20to160ms,11419,0.08002861589193344
8271,1378,0,p11419_20to160ms,11419,0.10286123305559158
