sample_index,generation_index,cluster_family_index,ne_cluster,te_cluster,t_idx,t_s
870,870,0,0,0,6,0.1
871,871,4,4,4,6,0.1
872,872,2,2,2,6,0.1
873,873,9,9,9,6,0.1
874,874,5,5,5,6,0.1
875,875,5,5,5,6,0.1
876,876,5,5,5,6,0.1
877,877,5,5,5,6,0.1
878,878,3,3,3,6,0.1
879,879,4,4,4,6,0.1
880,880,0,0,0,6,0.1
881,881,6,6,6,6,0.1
882,882,3,3,3,6,0.1
883,883,7,7,7,6,0.1
884,884,5,5,5,6,0.1
885,885,5,5,5,6,0.1
886,886,8,8,8,6,0.1
887,887,5,5,5,6,0.1
888,888,3,3,3,6,0.1
889,889,8,8,8,6,0.1
890,890,4,4,4,6,0.1
891,891,9,9,9,6,0.1
892,892,4,4,4,6,0.1
893,893,6,6,6,6,0.1
894,894,7,7,7,6,0.1
895,895,4,4,4,6,0.1
896,896,5,5,5,6,0.1
897,897,1,1,1,6,0.1
898,898,0,0,0,6,0.1
899,899,1,1,1,6,0.1
900,900,8,8,8,6,0.1
901,901,4,4,4,6,0.1
902,902,0,0,0,6,0.1
903,903,1,1,1,6,0.1
904,904,0,0,0,6,0.1
905,905,0,0,0,6,0.1
906,906,9,9,9,6,0.1
907,907,4,4,4,6,0.1
908,908,8,8,8,6,0.1
909,909,1,1,1,6,0.1
910,910,3,3,3,6,0.1
911,911,4,4,4,6,0.1
912,912,0,0,0,6,0.1
913,913,5,5,5,6,0.1
914,914,4,4,4,6,0.1
915,915,1,1,1,6,0.1
916,916,5,5,5,6,0.1
917,917,2,2,2,6,0.1
918,918,4,4,4,6,0.1
919,919,9,9,9,6,0.1
920,920,6,6,6,6,0.1
921,921,4,4,4,6,0.1
922,922,0,0,0,6,0.1
923,923,4,4,4,6,0.1
924,924,7,7,7,6,0.1
925,925,8,8,8,6,0.1
926,926,9,9,9,6,0.1
927,927,4,4,4,6,0.1
928,928,0,0,0,6,0.1
929,929,1,1,1,6,0.1
930,930,3,3,3,6,0.1
931,931,3,3,3,6,0.1
932,932,9,9,9,6,0.1
933,933,1,1,1,6,0.1
934,934,8,8,8,6,0.1
935,935,5,5,5,6,0.1
936,936,4,4,4,6,0.1
937,937,3,3,3,6,0.1
938,938,1,1,1,6,0.1
939,939,1,1,1,6,0.1
940,940,0,0,0,6,0.1
941,941,7,7,7,6,0.1
942,942,3,3,3,6,0.1
943,943,0,0,0,6,0.1
944,944,5,5,5,6,0.1
945,945,0,0,0,6,0.1
946,946,1,1,1,6,0.1
947,947,1,1,1,6,0.1
948,948,5,5,5,6,0.1
949,949,8,8,8,6,0.1
950,950,1,1,1,6,0.1
951,951,4,4,4,6,0.1
952,952,9,9,9,6,0.1
953,953,9,9,9,6,0.1
954,954,3,3,3,6,0.1
955,955,5,5,5,6,0.1
956,956,7,7,7,6,0.1
957,957,1,1,1,6,0.1
958,958,1,1,1,6,0.1
959,959,4,4,4,6,0.1
960,960,4,4,4,6,0.1
961,961,3,3,3,6,0.1
962,962,4,4,4,6,0.1
963,963,4,4,4,6,0.1
964,964,3,3,3,6,0.1
965,965,3,3,3,6,0.1
966,966,5,5,5,6,0.1
967,967,7,7,7,6,0.1
968,968,5,5,5,6,0.1
969,969,1,1,1,6,0.1
970,970,3,3,3,6,0.1
971,971,8,8,8,6,0.1
972,972,7,7,7,6,0.1
973,973,3,3,3,6,0.1
974,974,7,7,7,6,0.1
975,975,4,4,4,6,0.1
976,976,1,1,1,6,0.1
977,977,4,4,4,6,0.1
978,978,0,0,0,6,0.1
979,979,9,9,9,6,0.1
980,980,5,5,5,6,0.1
981,981,8,8,8,6,0.1
982,982,8,8,8,6,0.1
983,983,3,3,3,6,0.1
984,984,0,0,0,6,0.1
985,985,4,4,4,6,0.1
986,986,4,4,4,6,0.1
987,987,0,0,0,6,0.1
988,988,8,8,8,6,0.1
989,989,6,6,6,6,0.1
990,990,8,8,8,6,0.1
991,991,6,6,6,6,0.1
992,992,4,4,4,6,0.1
993,993,5,5,5,6,0.1
994,994,1,1,1,6,0.1
995,995,6,6,6,6,0.1
996,996,7,7,7,6,0.1
997,997,3,3,3,6,0.1
998,998,6,6,6,6,0.1
999,999,0,0,0,6,0.1
1000,1000,6,6,6,6,0.1
1001,1001,6,6,6,6,0.1
1002,1002,8,8,8,6,0.1
1003,1003,9,9,9,6,0.1
1004,1004,9,9,9,6,0.1
1005,1005,6,6,6,6,0.1
1006,1006,8,8,8,6,0.1
1007,1007,0,0,0,6,0.1
1008,1008,9,9,9,6,0.1
1009,1009,2,2,2,6,0.1
1010,1010,6,6,6,6,0.1
1011,1011,3,3,3,6,0.1
1012,1012,8,8,8,6,0.1
1013,1013,5,5,5,6,0.1
1014,1014,9,9,9,6,0.1
1015,1015,0,0,0,6,0.1
1016,1016,6,6,6,6,0.1
1017,1017,9,9,9,6,0.1
1018,1018,9,9,9,6,0.1
1019,1019,8,8,8,6,0.1
1020,1020,4,4,4,6,0.1
1021,1021,2,2,2,6,0.1
1022,1022,3,3,3,6,0.1
1023,1023,1,1,1,6,0.1
1024,1024,0,0,0,6,0.1
1025,1025,4,4,4,6,0.1
1026,1026,0,0,0,6,0.1
1027,1027,1,1,1,6,0.1
1028,1028,7,7,7,6,0.1
1029,1029,3,3,3,6,0.1
1030,1030,2,2,2,6,0.1
1031,1031,1,1,1,6,0.1
1032,1032,5,5,5,6,0.1
1033,1033,0,0,0,6,0.1
1034,1034,6,6,6,6,0.1
1035,1035,6,6,6,6,0.1
1036,1036,4,4,4,6,0.1
1037,1037,0,0,0,6,0.1
1038,1038,1,1,1,6,0.1
1039,1039,3,3,3,6,0.1
1040,1040,1,1,1,6,0.1
1041,1041,6,6,6,6,0.1
1042,1042,6,6,6,6,0.1
1043,1043,5,5,5,6,0.1
1044,1044,6,6,6,6,0.1
1045,1045,0,0,0,6,0.1
1046,1046,4,4,4,6,0.1
1047,1047,8,8,8,6,0.1
1048,1048,2,2,2,6,0.1
1049,1049,0,0,0,6,0.1
1050,1050,0,0,0,6,0.1
1051,1051,4,4,4,6,0.1
1052,1052,1,1,1,6,0.1
1053,1053,8,8,8,6,0.1
1054,1054,7,7,7,6,0.1
1055,1055,9,9,9,6,0.1
1056,1056,5,5,5,6,0.1
1057,1057,9,9,9,6,0.1
1058,1058,8,8,8,6,0.1
1059,1059,1,1,1,6,0.1
1060,1060,6,6,6,6,0.1
1061,1061,3,3,3,6,0.1
1062,1062,9,9,9,6,0.1
1063,1063,1,1,1,6,0.1
1064,1064,6,6,6,6,0.1
1065,1065,1,1,1,6,0.1
1066,1066,0,0,0,6,0.1
1067,1067,3,3,3,6,0.1
1068,1068,6,6,6,6,0.1
1069,1069,0,0,0,6,0.1
1070,1070,0,0,0,6,0.1
1071,1071,1,1,1,6,0.1
1072,1072,0,0,0,6,0.1
1073,1073,7,7,7,6,0.1
1074,1074,1,1,1,6,0.1
1075,1075,0,0,0,6,0.1
1076,1076,6,6,6,6,0.1
1077,1077,1,1,1,6,0.1
1078,1078,7,7,7,6,0.1
1079,1079,8,8,8,6,0.1
1080,1080,8,8,8,6,0.1
1081,1081,4,4,4,6,0.1
1082,1082,1,1,1,6,0.1
1083,1083,3,3,3,6,0.1
1084,1084,6,6,6,6,0.1
1085,1085,5,5,5,6,0.1
1086,1086,0,0,0,6,0.1
1087,1087,4,4,4,6,0.1
1088,1088,1,1,1,6,0.1
1089,1089,3,3,3,6,0.1
1090,1090,9,9,9,6,0.1
1091,1091,6,6,6,6,0.1
1092,1092,7,7,7,6,0.1
1093,1093,0,0,0,6,0.1
1094,1094,4,4,4,6,0.1
1095,1095,3,3,3,6,0.1
1096,1096,3,3,3,6,0.1
1097,1097,4,4,4,6,0.1
1098,1098,7,7,7,6,0.1
1099,1099,9,9,9,6,0.1
1100,1100,6,6,6,6,0.1
1101,1101,4,4,4,6,0.1
1102,1102,8,8,8,6,0.1
1103,1103,8,8,8,6,0.1
1104,1104,0,0,0,6,0.1
1105,1105,6,6,6,6,0.1
1106,1106,9,9,9,6,0.1
1107,1107,5,5,5,6,0.1
1108,1108,9,9,9,6,0.1
1109,1109,5,5,5,6,0.1
1110,1110,0,0,0,6,0.1
1111,1111,4,4,4,6,0.1
1112,1112,1,1,1,6,0.1
1113,1113,9,9,9,6,0.1
1114,1114,3,3,3,6,0.1
1115,1115,8,8,8,6,0.1
1116,1116,8,8,8,6,0.1
1117,1117,9,9,9,6,0.1
1118,1118,4,4,4,6,0.1
1119,1119,7,7,7,6,0.1
1120,1120,7,7,7,6,0.1
1121,1121,3,3,3,6,0.1
1122,1122,6,6,6,6,0.1
1123,1123,1,1,1,6,0.1
1124,1124,9,9,9,6,0.1
1125,1125,7,7,7,6,0.1
1126,1126,5,5,5,6,0.1
1127,1127,2,2,2,6,0.1
1128,1128,3,3,3,6,0.1
1129,1129,1,1,1,6,0.1
1130,1130,3,3,3,6,0.1
1131,1131,7,7,7,6,0.1
1132,1132,8,8,8,6,0.1
1133,1133,1,1,1,6,0.1
1134,1134,5,5,5,6,0.1
1135,1135,9,9,9,6,0.1
1136,1136,4,4,4,6,0.1
1137,1137,5,5,5,6,0.1
1138,1138,0,0,0,6,0.1
1139,1139,2,2,2,6,0.1
1140,1140,4,4,4,6,0.1
1141,1141,5,5,5,6,0.1
1142,1142,3,3,3,6,0.1
1143,1143,8,8,8,6,0.1
1144,1144,7,7,7,6,0.1
1145,1145,4,4,4,6,0.1
1146,1146,5,5,5,6,0.1
1147,1147,5,5,5,6,0.1
1148,1148,0,0,0,6,0.1
1149,1149,5,5,5,6,0.1
1150,1150,5,5,5,6,0.1
1151,1151,6,6,6,6,0.1
1152,1152,4,4,4,6,0.1
1153,1153,4,4,4,6,0.1
1154,1154,5,5,5,6,0.1
1155,1155,3,3,3,6,0.1
1156,1156,3,3,3,6,0.1
1157,1157,1,1,1,6,0.1
1158,1158,8,8,8,6,0.1
1159,1159,6,6,6,6,0.1
1160,1160,1,1,1,6,0.1
1161,1161,0,0,0,6,0.1
1162,1162,1,1,1,6,0.1
1163,1163,4,4,4,6,0.1
1164,1164,0,0,0,6,0.1
1165,1165,0,0,0,6,0.1
1166,1166,1,1,1,6,0.1
1167,1167,0,0,0,6,0.1
1168,1168,9,9,9,6,0.1
1169,1169,0,0,0,6,0.1
1170,1170,3,3,3,6,0.1
1171,1171,3,3,3,6,0.1
1172,1172,1,1,1,6,0.1
1173,1173,3,3,3,6,0.1
1174,1174,1,1,1,6,0.1
1175,1175,6,6,6,6,0.1
1176,1176,1,1,1,6,0.1
1177,1177,4,4,4,6,0.1
1178,1178,1,1,1,6,0.1
1179,1179,6,6,6,6,0.1
1180,1180,4,4,4,6,0.1
1181,1181,4,4,4,6,0.1
1182,1182,4,4,4,6,0.1
1183,1183,5,5,5,6,0.1
1184,1184,6,6,6,6,0.1
1185,1185,5,5,5,6,0.1
1186,1186,6,6,6,6,0.1
1187,1187,5,5,5,6,0.1
1188,1188,0,0,0,6,0.1
1189,1189,0,0,0,6,0.1
1190,1190,6,6,6,6,0.1
1191,1191,9,9,9,6,0.1
1192,1192,4,4,4,6,0.1
1193,1193,4,4,4,6,0.1
1194,1194,0,0,0,6,0.1
1195,1195,2,2,2,6,0.1
1196,1196,1,1,1,6,0.1
1197,1197,8,8,8,6,0.1
1198,1198,7,7,7,6,0.1
1199,1199,5,5,5,6,0.1
1200,1200,5,5,5,6,0.1
1201,1201,5,5,5,6,0.1
1202,1202,0,0,0,6,0.1
1203,1203,0,0,0,6,0.1
1204,1204,9,9,9,6,0.1
1205,1205,5,5,5,6,0.1
1206,1206,8,8,8,6,0.1
1207,1207,1,1,1,6,0.1
1208,1208,6,6,6,6,0.1
1209,1209,6,6,6,6,0.1
1210,1210,5,5,5,6,0.1
1211,1211,3,3,3,6,0.1
1212,1212,0,0,0,6,0.1
1213,1213,7,7,7,6,0.1
1214,1214,0,0,0,6,0.1
1215,1215,4,4,4,6,0.1
1216,1216,8,8,8,6,0.1
1217,1217,8,8,8,6,0.1
1218,1218,7,7,7,6,0.1
1219,1219,0,0,0,6,0.1
1220,1220,5,5,5,6,0.1
1221,1221,0,0,0,6,0.1
1222,1222,7,7,7,6,0.1
1223,1223,7,7,7,6,0.1
1224,1224,6,6,6,6,0.1
1225,1225,2,2,2,6,0.1
1226,1226,1,1,1,6,0.1
1227,1227,2,2,2,6,0.1
1228,1228,9,9,9,6,0.1
1229,1229,7,7,7,6,0.1
1230,1230,4,4,4,6,0.1
1231,1231,8,8,8,6,0.1
1232,1232,3,3,3,6,0.1
1233,1233,0,0,0,6,0.1
1234,1234,6,6,6,6,0.1
1235,1235,9,9,9,6,0.1
1236,1236,7,7,7,6,0.1
1237,1237,1,1,1,6,0.1
1238,1238,4,4,4,6,0.1
1239,1239,4,4,4,6,0.1
1240,1240,8,8,8,6,0.1
1241,1241,4,4,4,6,0.1
1242,1242,8,8,8,6,0.1
1243,1243,4,4,4,6,0.1
1244,1244,1,1,1,6,0.1
1245,1245,3,3,3,6,0.1
1246,1246,5,5,5,6,0.1
1247,1247,4,4,4,6,0.1
1248,1248,0,0,0,6,0.1
1249,1249,4,4,4,6,0.1
1250,1250,3,3,3,6,0.1
1251,1251,3,3,3,6,0.1
1252,1252,8,8,8,6,0.1
1253,1253,5,5,5,6,0.1
1254,1254,7,7,7,6,0.1
1255,1255,8,8,8,6,0.1
1256,1256,4,4,4,6,0.1
1257,1257,9,9,9,6,0.1
1258,1258,5,5,5,6,0.1
1259,1259,0,0,0,6,0.1
1260,1260,3,3,3,6,0.1
1261,1261,0,0,0,6,0.1
1262,1262,0,0,0,6,0.1
1263,1263,9,9,9,6,0.1
1264,1264,0,0,0,6,0.1
1265,1265,4,4,4,6,0.1
1266,1266,6,6,6,6,0.1
1267,1267,2,2,2,6,0.1
1268,1268,5,5,5,6,0.1
1269,1269,9,9,9,6,0.1
1270,1270,1,1,1,6,0.1
1271,1271,7,7,7,6,0.1
1272,1272,4,4,4,6,0.1
1273,1273,5,5,5,6,0.1
1274,1274,8,8,8,6,0.1
1275,1275,5,5,5,6,0.1
1276,1276,7,7,7,6,0.1
1277,1277,9,9,9,6,0.1
1278,1278,7,7,7,6,0.1
1279,1279,5,5,5,6,0.1
1280,1280,7,7,7,6,0.1
1281,1281,7,7,7,6,0.1
1282,1282,4,4,4,6,0.1
1283,1283,4,4,4,6,0.1
1284,1284,1,1,1,6,0.1
1285,1285,5,5,5,6,0.1
1286,1286,6,6,6,6,0.1
1287,1287,9,9,9,6,0.1
1288,1288,9,9,9,6,0.1
1289,1289,2,2,2,6,0.1
1290,1290,5,5,5,6,0.1
1291,1291,1,1,1,6,0.1
1292,1292,3,3,3,6,0.1
1293,1293,4,4,4,6,0.1
1294,1294,0,0,0,6,0.1
1295,1295,3,3,3,6,0.1
1296,1296,0,0,0,6,0.1
1297,1297,9,9,9,6,0.1
1298,1298,1,1,1,6,0.1
1299,1299,6,6,6,6,0.1
1300,1300,5,5,5,6,0.1
1301,1301,7,7,7,6,0.1
1302,1302,5,5,5,6,0.1
1303,1303,7,7,7,6,0.1
1304,1304,8,8,8,6,0.1
1305,1305,1,1,1,6,0.1
1306,1306,8,8,8,6,0.1
1307,1307,3,3,3,6,0.1
1308,1308,0,0,0,6,0.1
1309,1309,0,0,0,6,0.1
1310,1310,1,1,1,6,0.1
1311,1311,7,7,7,6,0.1
1312,1312,2,2,2,6,0.1
1313,1313,8,8,8,6,0.1
1314,1314,8,8,8,6,0.1
1315,1315,5,5,5,6,0.1
1316,1316,3,3,3,6,0.1
1317,1317,0,0,0,6,0.1
1318,1318,4,4,4,6,0.1
1319,1319,5,5,5,6,0.1
1320,1320,3,3,3,6,0.1
1321,1321,2,2,2,6,0.1
1322,1322,0,0,0,6,0.1
1323,1323,1,1,1,6,0.1
1324,1324,4,4,4,6,0.1
1325,1325,0,0,0,6,0.1
1326,1326,9,9,9,6,0.1
1327,1327,8,8,8,6,0.1
1328,1328,4,4,4,6,0.1
1329,1329,3,3,3,6,0.1
1330,1330,1,1,1,6,0.1
1331,1331,7,7,7,6,0.1
1332,1332,7,7,7,6,0.1
1333,1333,1,1,1,6,0.1
1334,1334,1,1,1,6,0.1
1335,1335,8,8,8,6,0.1
1336,1336,9,9,9,6,0.1
1337,1337,2,2,2,6,0.1
1338,1338,9,9,9,6,0.1
1339,1339,2,2,2,6,0.1
1340,1340,1,1,1,6,0.1
1341,1341,5,5,5,6,0.1
1342,1342,7,7,7,6,0.1
1343,1343,2,2,2,6,0.1
1344,1344,6,6,6,6,0.1
1345,1345,7,7,7,6,0.1
1346,1346,1,1,1,6,0.1
1347,1347,9,9,9,6,0.1
1348,1348,0,0,0,6,0.1
1349,1349,9,9,9,6,0.1
1350,1350,1,1,1,6,0.1
1351,1351,2,2,2,6,0.1
1352,1352,3,3,3,6,0.1
1353,1353,7,7,7,6,0.1
1354,1354,8,8,8,6,0.1
1355,1355,8,8,8,6,0.1
1356,1356,5,5,5,6,0.1
1357,1357,5,5,5,6,0.1
1358,1358,4,4,4,6,0.1
1359,1359,9,9,9,6,0.1
1360,1360,1,1,1,6,0.1
1361,1361,0,0,0,6,0.1
1362,1362,0,0,0,6,0.1
1363,1363,8,8,8,6,0.1
1364,1364,0,0,0,6,0.1
1365,1365,6,6,6,6,0.1
1366,1366,1,1,1,6,0.1
1367,1367,0,0,0,6,0.1
1368,1368,8,8,8,6,0.1
1369,1369,3,3,3,6,0.1
1370,1370,9,9,9,6,0.1
1371,1371,4,4,4,6,0.1
1372,1372,0,0,0,6,0.1
1373,1373,9,9,9,6,0.1
1374,1374,0,0,0,6,0.1
1375,1375,3,3,3,6,0.1
1376,1376,3,3,3,6,0.1
1377,1377,3,3,3,6,0.1
1378,1378,6,6,6,6,0.1
1379,1379,1,1,1,6,0.1
1380,1380,9,9,9,6,0.1
1381,1381,8,8,8,6,0.1
1382,1382,0,0,0,6,0.1
1383,1383,5,5,5,6,0.1
1384,1384,7,7,7,6,0.1
1385,1385,0,0,0,6,0.1
1386,1386,3,3,3,6,0.1
1387,1387,4,4,4,6,0.1
1388,1388,5,5,5,6,0.1
1389,1389,4,4,4,6,0.1
1390,1390,5,5,5,6,0.1
1391,1391,8,8,8,6,0.1
1392,1392,1,1,1,6,0.1
1393,1393,6,6,6,6,0.1
1394,1394,2,2,2,6,0.1
1395,1395,6,6,6,6,0.1
1396,1396,8,8,8,6,0.1
1397,1397,3,3,3,6,0.1
1398,1398,4,4,4,6,0.1
1399,1399,6,6,6,6,0.1
1400,1400,8,8,8,6,0.1
1401,1401,4,4,4,6,0.1
1402,1402,5,5,5,6,0.1
1403,1403,6,6,6,6,0.1
1404,1404,6,6,6,6,0.1
1405,1405,1,1,1,6,0.1
1406,1406,4,4,4,6,0.1
1407,1407,6,6,6,6,0.1
1408,1408,0,0,0,6,0.1
1409,1409,4,4,4,6,0.1
1410,1410,5,5,5,6,0.1
1411,1411,2,2,2,6,0.1
1412,1412,2,2,2,6,0.1
1413,1413,7,7,7,6,0.1
1414,1414,3,3,3,6,0.1
1415,1415,7,7,7,6,0.1
1416,1416,6,6,6,6,0.1
1417,1417,4,4,4,6,0.1
1418,1418,7,7,7,6,0.1
1419,1419,5,5,5,6,0.1
1420,1420,1,1,1,6,0.1
1421,1421,5,5,5,6,0.1
1422,1422,4,4,4,6,0.1
1423,1423,1,1,1,6,0.1
1424,1424,4,4,4,6,0.1
1425,1425,5,5,5,6,0.1
1426,1426,6,6,6,6,0.1
1427,1427,1,1,1,6,0.1
1428,1428,4,4,4,6,0.1
1429,1429,6,6,6,6,0.1
1430,1430,2,2,2,6,0.1
1431,1431,7,7,7,6,0.1
1432,1432,6,6,6,6,0.1
1433,1433,0,0,0,6,0.1
1434,1434,6,6,6,6,0.1
1435,1435,9,9,9,6,0.1
1436,1436,5,5,5,6,0.1
1437,1437,5,5,5,6,0.1
1438,1438,1,1,1,6,0.1
1439,1439,3,3,3,6,0.1
1440,1440,0,0,0,6,0.1
1441,1441,3,3,3,6,0.1
1442,1442,0,0,0,6,0.1
1443,1443,9,9,9,6,0.1
1444,1444,0,0,0,6,0.1
1445,1445,7,7,7,6,0.1
1446,1446,3,3,3,6,0.1
1447,1447,6,6,6,6,0.1
1448,1448,5,5,5,6,0.1
1449,1449,5,5,5,6,0.1
1450,1450,6,6,6,6,0.1
1451,1451,0,0,0,6,0.1
1452,1452,1,1,1,6,0.1
1453,1453,4,4,4,6,0.1
1454,1454,0,0,0,6,0.1
1455,1455,3,3,3,6,0.1
1456,1456,4,4,4,6,0.1
1457,1457,2,2,2,6,0.1
1458,1458,0,0,0,6,0.1
1459,1459,2,2,2,6,0.1
1460,1460,8,8,8,6,0.1
1461,1461,1,1,1,6,0.1
1462,1462,3,3,3,6,0.1
1463,1463,1,1,1,6,0.1
1464,1464,1,1,1,6,0.1
1465,1465,0,0,0,6,0.1
1466,1466,1,1,1,6,0.1
1467,1467,6,6,6,6,0.1
1468,1468,8,8,8,6,0.1
1469,1469,0,0,0,6,0.1
1470,1470,7,7,7,6,0.1
1471,1471,7,7,7,6,0.1
1472,1472,6,6,6,6,0.1
1473,1473,9,9,9,6,0.1
1474,1474,8,8,8,6,0.1
1475,1475,0,0,0,6,0.1
1476,1476,1,1,1,6,0.1
1477,1477,4,4,4,6,0.1
1478,1478,5,5,5,6,0.1
1479,1479,9,9,9,6,0.1
1480,1480,4,4,4,6,0.1
1481,1481,2,2,2,6,0.1
1482,1482,3,3,3,6,0.1
1483,1483,8,8,8,6,0.1
1484,1484,5,5,5,6,0.1
1485,1485,3,3,3,6,0.1
1486,1486,0,0,0,6,0.1
1487,1487,9,9,9,6,0.1
1488,1488,4,4,4,6,0.1
1489,1489,0,0,0,6,0.1
1490,1490,6,6,6,6,0.1
1491,1491,0,0,0,6,0.1
1492,1492,4,4,4,6,0.1
1493,1493,1,1,1,6,0.1
1494,1494,9,9,9,6,0.1
1495,1495,0,0,0,6,0.1
1496,1496,5,5,5,6,0.1
1497,1497,6,6,6,6,0.1
1498,1498,1,1,1,6,0.1
1499,1499,9,9,9,6,0.1
1500,1500,5,5,5,6,0.1
1501,1501,5,5,5,6,0.1
1502,1502,4,4,4,6,0.1
1503,1503,7,7,7,6,0.1
1504,1504,5,5,5,6,0.1
1505,1505,0,0,0,6,0.1
1506,1506,4,4,4,6,0.1
1507,1507,3,3,3,6,0.1
1508,1508,5,5,5,6,0.1
1509,1509,7,7,7,6,0.1
1510,1510,7,7,7,6,0.1
1511,1511,9,9,9,6,0.1
1512,1512,4,4,4,6,0.1
1513,1513,0,0,0,6,0.1
1514,1514,8,8,8,6,0.1
1515,1515,1,1,1,6,0.1
1516,1516,8,8,8,6,0.1
1517,1517,9,9,9,6,0.1
1518,1518,2,2,2,6,0.1
1519,1519,3,3,3,6,0.1
1520,1520,6,6,6,6,0.1
1521,1521,3,3,3,6,0.1
1522,1522,9,9,9,6,0.1
1523,1523,9,9,9,6,0.1
1524,1524,1,1,1,6,0.1
1525,1525,1,1,1,6,0.1
1526,1526,0,0,0,6,0.1
1527,1527,7,7,7,6,0.1
1528,1528,8,8,8,6,0.1
1529,1529,8,8,8,6,0.1
1530,1530,5,5,5,6,0.1
1531,1531,3,3,3,6,0.1
1532,1532,1,1,1,6,0.1
1533,1533,1,1,1,6,0.1
1534,1534,4,4,4,6,0.1
1535,1535,5,5,5,6,0.1
1536,1536,6,6,6,6,0.1
1537,1537,2,2,2,6,0.1
1538,1538,8,8,8,6,0.1
1539,1539,8,8,8,6,0.1
1540,1540,6,6,6,6,0.1
1541,1541,7,7,7,6,0.1
1542,1542,0,0,0,6,0.1
1543,1543,1,1,1,6,0.1
1544,1544,0,0,0,6,0.1
1545,1545,7,7,7,6,0.1
1546,1546,7,7,7,6,0.1
1547,1547,1,1,1,6,0.1
1548,1548,2,2,2,6,0.1
1549,1549,7,7,7,6,0.1
1550,1550,7,7,7,6,0.1
1551,1551,7,7,7,6,0.1
1552,1552,1,1,1,6,0.1
1553,1553,9,9,9,6,0.1
1554,1554,1,1,1,6,0.1
1555,1555,7,7,7,6,0.1
1556,1556,6,6,6,6,0.1
1557,1557,0,0,0,6,0.1
1558,1558,4,4,4,6,0.1
1559,1559,7,7,7,6,0.1
1560,1560,6,6,6,6,0.1
1561,1561,0,0,0,6,0.1
1562,1562,4,4,4,6,0.1
1563,1563,8,8,8,6,0.1
1564,1564,6,6,6,6,0.1
1565,1565,8,8,8,6,0.1
1566,1566,1,1,1,6,0.1
1567,1567,4,4,4,6,0.1
1568,1568,4,4,4,6,0.1
1569,1569,0,0,0,6,0.1
1570,1570,4,4,4,6,0.1
1571,1571,6,6,6,6,0.1
1572,1572,9,9,9,6,0.1
1573,1573,6,6,6,6,0.1
1574,1574,9,9,9,6,0.1
1575,1575,7,7,7,6,0.1
1576,1576,3,3,3,6,0.1
1577,1577,7,7,7,6,0.1
1578,1578,9,9,9,6,0.1
1579,1579,8,8,8,6,0.1
1580,1580,0,0,0,6,0.1
1581,1581,5,5,5,6,0.1
1582,1582,3,3,3,6,0.1
1583,1583,3,3,3,6,0.1
1584,1584,0,0,0,6,0.1
1585,1585,1,1,1,6,0.1
1586,1586,1,1,1,6,0.1
1587,1587,8,8,8,6,0.1
1588,1588,4,4,4,6,0.1
1589,1589,3,3,3,6,0.1
1590,1590,3,3,3,6,0.1
1591,1591,4,4,4,6,0.1
1592,1592,6,6,6,6,0.1
1593,1593,6,6,6,6,0.1
1594,1594,6,6,6,6,0.1
1595,1595,9,9,9,6,0.1
1596,1596,9,9,9,6,0.1
1597,1597,5,5,5,6,0.1
1598,1598,0,0,0,6,0.1
1599,1599,7,7,7,6,0.1
1600,1600,6,6,6,6,0.1
1601,1601,5,5,5,6,0.1
1602,1602,8,8,8,6,0.1
1603,1603,8,8,8,6,0.1
1604,1604,4,4,4,6,0.1
1605,1605,4,4,4,6,0.1
1606,1606,7,7,7,6,0.1
1607,1607,6,6,6,6,0.1
1608,1608,8,8,8,6,0.1
1609,1609,7,7,7,6,0.1
1610,1610,4,4,4,6,0.1
1611,1611,4,4,4,6,0.1
1612,1612,5,5,5,6,0.1
1613,1613,3,3,3,6,0.1
1614,1614,8,8,8,6,0.1
1615,1615,9,9,9,6,0.1
1616,1616,5,5,5,6,0.1
1617,1617,3,3,3,6,0.1
1618,1618,4,4,4,6,0.1
1619,1619,9,9,9,6,0.1
1620,1620,9,9,9,6,0.1
1621,1621,3,3,3,6,0.1
1622,1622,0,0,0,6,0.1
1623,1623,4,4,4,6,0.1
1624,1624,3,3,3,6,0.1
1625,1625,0,0,0,6,0.1
1626,1626,0,0,0,6,0.1
1627,1627,6,6,6,6,0.1
1628,1628,7,7,7,6,0.1
1629,1629,0,0,0,6,0.1
1630,1630,1,1,1,6,0.1
1631,1631,0,0,0,6,0.1
1632,1632,8,8,8,6,0.1
1633,1633,4,4,4,6,0.1
1634,1634,8,8,8,6,0.1
1635,1635,8,8,8,6,0.1
1636,1636,8,8,8,6,0.1
1637,1637,2,2,2,6,0.1
1638,1638,7,7,7,6,0.1
1639,1639,1,1,1,6,0.1
1640,1640,3,3,3,6,0.1
1641,1641,2,2,2,6,0.1
1642,1642,6,6,6,6,0.1
1643,1643,1,1,1,6,0.1
1644,1644,6,6,6,6,0.1
1645,1645,8,8,8,6,0.1
1646,1646,4,4,4,6,0.1
1647,1647,1,1,1,6,0.1
1648,1648,2,2,2,6,0.1
1649,1649,9,9,9,6,0.1
1650,1650,8,8,8,6,0.1
1651,1651,1,1,1,6,0.1
1652,1652,1,1,1,6,0.1
1653,1653,0,0,0,6,0.1
1654,1654,7,7,7,6,0.1
1655,1655,7,7,7,6,0.1
1656,1656,4,4,4,6,0.1
1657,1657,1,1,1,6,0.1
1658,1658,7,7,7,6,0.1
1659,1659,2,2,2,6,0.1
