sample_index,trial_index,equilibrium_index,pulse,t_s,naive_rmse,vae_rmse,delta_naive_minus_vae
1.430000000000000000e+02,1.430000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,2.197778750000000000e+05,2.979692187500000000e+05,-7.819134375000000000e+04
1.440000000000000000e+02,1.440000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,1.578720781250000000e+05,3.722236562500000000e+05,-2.143515781250000000e+05
1.450000000000000000e+02,1.450000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,4.353401562500000000e+05,3.486113125000000000e+05,8.672884375000000000e+04
1.460000000000000000e+02,1.460000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.078309375000000000e+05,2.849259375000000000e+05,-7.709500000000000000e+04
1.470000000000000000e+02,1.470000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,6.003896484375000000e+04,3.164390937500000000e+05,-2.564001289062500000e+05
1.480000000000000000e+02,1.480000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,1.449031875000000000e+05,2.810412500000000000e+05,-1.361380625000000000e+05
1.490000000000000000e+02,1.490000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,2.672644687500000000e+05,7.957512500000000000e+04,1.876893437500000000e+05
1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,2.346346250000000000e+05,2.681733125000000000e+05,-3.353868750000000000e+04
1.510000000000000000e+02,1.510000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,1.367152500000000000e+05,2.305249375000000000e+05,-9.380968750000000000e+04
1.520000000000000000e+02,1.520000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,4.304348437500000000e+05,3.075725625000000000e+05,1.228622812500000000e+05
1.530000000000000000e+02,1.530000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,3.057537187500000000e+05,5.402455625000000000e+05,-2.344918437500000000e+05
1.540000000000000000e+02,1.540000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,4.408961875000000000e+05,2.893893750000000000e+05,1.515068125000000000e+05
1.550000000000000000e+02,1.550000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,7.639048437500000000e+04,2.805448750000000000e+05,-2.041543906250000000e+05
1.560000000000000000e+02,1.560000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.604866406250000000e+05,2.632063750000000000e+05,-2.719734375000000000e+03
1.570000000000000000e+02,1.570000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,1.032476250000000000e+05,3.434388125000000000e+05,-2.401911875000000000e+05
1.580000000000000000e+02,1.580000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,4.504444062500000000e+05,3.023564687500000000e+05,1.480879375000000000e+05
1.590000000000000000e+02,1.590000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,2.540100937500000000e+05,1.467556093750000000e+05,1.072544843750000000e+05
1.600000000000000000e+02,1.600000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,4.360016562500000000e+05,4.447168437500000000e+05,-8.715187500000000000e+03
1.610000000000000000e+02,1.610000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,3.219218437500000000e+05,3.359227187500000000e+05,-1.400087500000000000e+04
1.620000000000000000e+02,1.620000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,5.628902500000000000e+05,5.619956875000000000e+05,8.945625000000000000e+02
1.630000000000000000e+02,1.630000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.767151562500000000e+05,3.349408750000000000e+05,4.177428125000000000e+04
1.640000000000000000e+02,1.640000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,3.025810312500000000e+05,1.390511406250000000e+05,1.635298906250000000e+05
1.650000000000000000e+02,1.650000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,4.517240312500000000e+05,3.658178437500000000e+05,8.590618750000000000e+04
1.660000000000000000e+02,1.660000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,2.701642500000000000e+05,2.302478906250000000e+05,3.991635937500000000e+04
1.670000000000000000e+02,1.670000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,4.202612812500000000e+05,5.022515625000000000e+05,-8.199028125000000000e+04
1.680000000000000000e+02,1.680000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,3.748038750000000000e+05,1.609727187500000000e+05,2.138311562500000000e+05
1.690000000000000000e+02,1.690000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.466663125000000000e+05,3.628811250000000000e+05,-2.162148125000000000e+05
1.700000000000000000e+02,1.700000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,2.341115937500000000e+05,2.311174843750000000e+05,2.994109375000000000e+03
1.710000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.263798437500000000e+05,3.440608125000000000e+05,-2.176809687500000000e+05
1.720000000000000000e+02,1.720000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,2.195188125000000000e+05,2.997956562500000000e+05,-8.027684375000000000e+04
1.730000000000000000e+02,1.730000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,2.004938125000000000e+05,4.573993437500000000e+05,-2.569055312500000000e+05
1.740000000000000000e+02,1.740000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,4.351769687500000000e+05,6.415638750000000000e+05,-2.063869062500000000e+05
1.750000000000000000e+02,1.750000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,3.513798125000000000e+05,1.234961015625000000e+05,2.278837109375000000e+05
1.760000000000000000e+02,1.760000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.179964765625000000e+05,2.314693750000000000e+05,-1.134728984375000000e+05
1.770000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.159219921875000000e+05,2.913748437500000000e+05,-1.754528515625000000e+05
1.780000000000000000e+02,1.780000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,2.081036718750000000e+05,2.528272812500000000e+05,-4.472360937500000000e+04
1.790000000000000000e+02,1.790000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.130170156250000000e+05,1.998303281250000000e+05,-8.681331250000000000e+04
1.800000000000000000e+02,1.800000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,2.487392500000000000e+05,6.870265000000000000e+05,-4.382872500000000000e+05
1.810000000000000000e+02,1.810000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,2.772574062500000000e+05,2.680541562500000000e+05,9.203250000000000000e+03
1.820000000000000000e+02,1.820000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,1.134936718750000000e+05,2.545606562500000000e+05,-1.410669843750000000e+05
1.830000000000000000e+02,1.830000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,2.991079687500000000e+05,3.004289062500000000e+05,-1.320937500000000000e+03
1.840000000000000000e+02,1.840000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,9.362474218750000000e+04,3.313821250000000000e+05,-2.377573828125000000e+05
1.850000000000000000e+02,1.850000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,4.450662187500000000e+05,2.379429687500000000e+05,2.071232500000000000e+05
1.860000000000000000e+02,1.860000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,1.568916562500000000e+05,2.966115312500000000e+05,-1.397198750000000000e+05
1.870000000000000000e+02,1.870000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,3.543795625000000000e+05,4.157846250000000000e+05,-6.140506250000000000e+04
1.880000000000000000e+02,1.880000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,6.737592968750000000e+04,3.110997500000000000e+05,-2.437238203125000000e+05
1.890000000000000000e+02,1.890000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.947077031250000000e+05,1.304215468750000000e+05,6.428615625000000000e+04
1.900000000000000000e+02,1.900000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,7.368047656250000000e+04,3.971277500000000000e+05,-3.234472734375000000e+05
1.910000000000000000e+02,1.910000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.689327812500000000e+05,2.479282500000000000e+05,2.100453125000000000e+04
1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,2.879975937500000000e+05,5.328410000000000000e+05,-2.448434062500000000e+05
1.930000000000000000e+02,1.930000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,2.526341250000000000e+05,2.649509375000000000e+05,-1.231681250000000000e+04
1.940000000000000000e+02,1.940000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.154978906250000000e+05,2.172357500000000000e+05,-1.017378593750000000e+05
1.950000000000000000e+02,1.950000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,2.683926250000000000e+05,4.779817500000000000e+05,-2.095891250000000000e+05
1.960000000000000000e+02,1.960000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,3.937165000000000000e+05,1.588380625000000000e+05,2.348784375000000000e+05
1.970000000000000000e+02,1.970000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,2.721082187500000000e+05,2.748508437500000000e+05,-2.742625000000000000e+03
1.980000000000000000e+02,1.980000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.549011093750000000e+05,1.735722500000000000e+05,-1.867114062500000000e+04
1.990000000000000000e+02,1.990000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.544204687500000000e+05,3.756341562500000000e+05,-2.212136875000000000e+05
