sample_index,trial_index,equilibrium_index,pulse,t_s,naive_rmse,vae_rmse,delta_naive_minus_vae
1.440000000000000000e+02,1.440000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,6.395615234375000000e+04,6.155637207031250000e+03,5.780051513671875000e+04
1.450000000000000000e+02,1.450000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,2.545644335937500000e+04,1.787345898437500000e+04,7.582984375000000000e+03
1.460000000000000000e+02,1.460000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,3.354317968750000000e+04,7.039017089843750000e+03,2.650416259765625000e+04
1.470000000000000000e+02,1.470000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,6.015207031250000000e+04,1.081070214843750000e+04,4.934136816406250000e+04
1.480000000000000000e+02,1.480000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.463559667968750000e+04,4.106488281250000000e+03,1.052910839843750000e+04
1.490000000000000000e+02,1.490000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.650521679687500000e+04,9.831339843750000000e+03,6.673876953125000000e+03
1.500000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.011448046875000000e+04,6.008174316406250000e+03,4.106306152343750000e+03
1.510000000000000000e+02,1.510000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,4.553918359375000000e+04,1.030740429687500000e+04,3.523177929687500000e+04
1.520000000000000000e+02,1.520000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.768005468750000000e+04,4.410096191406250000e+03,2.326995849609375000e+04
1.530000000000000000e+02,1.530000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,8.530004687500000000e+04,3.623184375000000000e+04,4.906820312500000000e+04
1.540000000000000000e+02,1.540000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,5.689282714843750000e+03,3.165778564453125000e+03,2.523504150390625000e+03
1.550000000000000000e+02,1.550000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,5.103215820312500000e+03,3.492804199218750000e+03,1.610411621093750000e+03
1.560000000000000000e+02,1.560000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,1.298313750000000000e+05,1.613081152343750000e+04,1.137005634765625000e+05
1.570000000000000000e+02,1.570000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,4.655460937500000000e+04,1.366346386718750000e+04,3.289114550781250000e+04
1.580000000000000000e+02,1.580000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.156398437500000000e+04,5.333987304687500000e+03,1.622999707031250000e+04
1.590000000000000000e+02,1.590000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,2.370194726562500000e+04,4.515166015625000000e+03,1.918678125000000000e+04
1.600000000000000000e+02,1.600000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,2.122916210937500000e+04,5.669371582031250000e+03,1.555979052734375000e+04
1.610000000000000000e+02,1.610000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,1.182036816406250000e+04,3.804807861328125000e+03,8.015560302734375000e+03
1.620000000000000000e+02,1.620000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.272383105468750000e+04,3.029555664062500000e+03,9.694275390625000000e+03
1.630000000000000000e+02,1.630000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,7.647925000000000000e+04,1.250365332031250000e+04,6.397559667968750000e+04
1.640000000000000000e+02,1.640000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,1.312934667968750000e+04,5.252523437500000000e+03,7.876823242187500000e+03
1.650000000000000000e+02,1.650000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,1.234594238281250000e+04,2.728880273437500000e+04,-1.494286035156250000e+04
1.660000000000000000e+02,1.660000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,3.846344140625000000e+04,1.513886035156250000e+04,2.332458105468750000e+04
1.670000000000000000e+02,1.670000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,1.533509570312500000e+04,4.819265625000000000e+03,1.051583007812500000e+04
1.680000000000000000e+02,1.680000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,5.478149414062500000e+03,6.887590820312500000e+03,-1.409441406250000000e+03
1.690000000000000000e+02,1.690000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,1.533619500696659088e-02,4.726032714843750000e+03,1.077065527343750000e+04,-6.044622558593750000e+03
1.700000000000000000e+02,1.700000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.283550976562500000e+04,5.780999023437500000e+03,1.705451074218750000e+04
1.710000000000000000e+02,1.710000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,4.941910937500000000e+04,1.301464648437500000e+04,3.640446289062500000e+04
1.720000000000000000e+02,1.720000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,3.029125195312500000e+04,7.684156738281250000e+03,2.260709521484375000e+04
1.730000000000000000e+02,1.730000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,1.887293437500000000e+05,3.511328906250000000e+04,1.536160546875000000e+05
1.740000000000000000e+02,1.740000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,1.760355664062500000e+04,3.712191162109375000e+03,1.389136547851562500e+04
1.750000000000000000e+02,1.750000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.381780371093750000e+04,5.942336914062500000e+03,7.875466796875000000e+03
1.760000000000000000e+02,1.760000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,3.110157325863838196e-02,4.472691015625000000e+04,1.327590039062500000e+04,3.145100976562500000e+04
1.770000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,5.975618359375000000e+04,2.928025585937500000e+04,3.047592773437500000e+04
1.780000000000000000e+02,1.780000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.315024707031250000e+04,6.933936523437500000e+03,6.216310546875000000e+03
1.790000000000000000e+02,1.790000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.698195312500000000e+04,7.229062011718750000e+03,1.975289111328125000e+04
1.800000000000000000e+02,1.800000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,8.847586718750000000e+04,2.073960156250000000e+04,6.773626562500000000e+04
1.810000000000000000e+02,1.810000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,6.650735156250000000e+04,1.128733984375000000e+04,5.522001171875000000e+04
1.820000000000000000e+02,1.820000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.072295117187500000e+04,5.012609863281250000e+03,5.710341308593750000e+03
1.830000000000000000e+02,1.830000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,3.724655078125000000e+04,1.864934179687500000e+04,1.859720898437500000e+04
1.840000000000000000e+02,1.840000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.497491406250000000e+04,6.386816894531250000e+03,2.858809716796875000e+04
1.850000000000000000e+02,1.850000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,7.948497682809829712e-02,1.197621875000000000e+04,3.502271972656250000e+03,8.473946777343750000e+03
1.860000000000000000e+02,1.860000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,3.500445703125000000e+04,6.535202148437500000e+03,2.846925488281250000e+04
1.870000000000000000e+02,1.870000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,5.123891406250000000e+04,1.113692285156250000e+04,4.010199121093750000e+04
1.880000000000000000e+02,1.880000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,2.861179101562500000e+04,1.008018261718750000e+04,1.853160839843750000e+04
1.890000000000000000e+02,1.890000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,2.365477734375000000e+04,4.118103515625000000e+03,1.953667382812500000e+04
1.900000000000000000e+02,1.900000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.208011433482170105e-01,1.513403808593750000e+04,5.069663085937500000e+03,1.006437500000000000e+04
1.910000000000000000e+02,1.910000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,4.741058498620986938e-02,3.169142773437500000e+04,4.258322753906250000e+03,2.743310498046875000e+04
1.920000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,2.115198632812500000e+04,1.212515234375000000e+04,9.026833984375000000e+03
1.930000000000000000e+02,1.930000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,3.137972656250000000e+04,6.175480957031250000e+03,2.520424560546875000e+04
1.940000000000000000e+02,1.940000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,1.583118736743927002e-01,2.414012109375000000e+04,3.367994140625000000e+03,2.077212695312500000e+04
1.950000000000000000e+02,1.950000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,2.022889815270900726e-02,2.861179101562500000e+04,9.959094726562500000e+03,1.865269628906250000e+04
1.960000000000000000e+02,1.960000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,9.144492447376251221e-02,1.158583750000000000e+05,1.840010937500000000e+04,9.745826562500000000e+04
1.970000000000000000e+02,1.970000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,1.875989257812500000e+04,4.688020507812500000e+03,1.407187207031250000e+04
1.980000000000000000e+02,1.980000000000000000e+02,0.000000000000000000e+00,1.141900000000000000e+04,5.937052890658378601e-02,2.682730078125000000e+04,7.542380371093750000e+03,1.928492041015625000e+04
1.990000000000000000e+02,1.990000000000000000e+02,1.000000000000000000e+00,1.460600000000000000e+04,6.317596882581710815e-02,6.780320312500000000e+04,1.171989453125000000e+04,5.608330859375000000e+04
