expanded_index,source_sample_index,equilibrium_index,equilibrium_label,pulse,t_s
6024,502,0,p11419_20to160ms,11419,0.020228898152709007
6025,502,0,p11419_20to160ms,11419,0.050672389566898346
6026,502,0,p11419_20to160ms,11419,0.08002861589193344
6027,502,0,p11419_20to160ms,11419,0.10286123305559158
6028,502,0,p11419_20to160ms,11419,0.12732474505901337
6029,502,0,p11419_20to160ms,11419,0.1583118736743927
6030,502,1,p14606_15to80ms,14606,0.015336195006966591
6031,502,1,p14606_15to80ms,14606,0.027839770540595055
6032,502,1,p14606_15to80ms,14606,0.040886979550123215
6033,502,1,p14606_15to80ms,14606,0.05339055880904198
6034,502,1,p14606_15to80ms,14606,0.06643776595592499
6035,502,1,p14606_15to80ms,14606,0.0794849768280983
6036,503,0,p11419_20to160ms,11419,0.020228898152709007
6037,503,0,p11419_20to160ms,11419,0.050672389566898346
6038,503,0,p11419_20to160ms,11419,0.08002861589193344
6039,503,0,p11419_20to160ms,11419,0.10286123305559158
6040,503,0,p11419_20to160ms,11419,0.12732474505901337
6041,503,0,p11419_20to160ms,11419,0.1583118736743927
6042,503,1,p14606_15to80ms,14606,0.015336195006966591
6043,503,1,p14606_15to80ms,14606,0.027839770540595055
6044,503,1,p14606_15to80ms,14606,0.040886979550123215
6045,503,1,p14606_15to80ms,14606,0.05339055880904198
6046,503,1,p14606_15to80ms,14606,0.06643776595592499
6047,503,1,p14606_15to80ms,14606,0.0794849768280983
6048,504,0,p11419_20to160ms,11419,0.020228898152709007
6049,504,0,p11419_20to160ms,11419,0.050672389566898346
6050,504,0,p11419_20to160ms,11419,0.08002861589193344
6051,504,0,p11419_20to160ms,11419,0.10286123305559158
6052,504,0,p11419_20to160ms,11419,0.12732474505901337
6053,504,0,p11419_20to160ms,11419,0.1583118736743927
6054,504,1,p14606_15to80ms,14606,0.015336195006966591
6055,504,1,p14606_15to80ms,14606,0.027839770540595055
6056,504,1,p14606_15to80ms,14606,0.040886979550123215
6057,504,1,p14606_15to80ms,14606,0.05339055880904198
6058,504,1,p14606_15to80ms,14606,0.06643776595592499
6059,504,1,p14606_15to80ms,14606,0.0794849768280983
6060,505,0,p11419_20to160ms,11419,0.020228898152709007
6061,505,0,p11419_20to160ms,11419,0.050672389566898346
6062,505,0,p11419_20to160ms,11419,0.08002861589193344
6063,505,0,p11419_20to160ms,11419,0.10286123305559158
6064,505,0,p11419_20to160ms,11419,0.12732474505901337
6065,505,0,p11419_20to160ms,11419,0.1583118736743927
6066,505,1,p14606_15to80ms,14606,0.015336195006966591
6067,505,1,p14606_15to80ms,14606,0.027839770540595055
6068,505,1,p14606_15to80ms,14606,0.040886979550123215
6069,505,1,p14606_15to80ms,14606,0.05339055880904198
6070,505,1,p14606_15to80ms,14606,0.06643776595592499
6071,505,1,p14606_15to80ms,14606,0.0794849768280983
6072,506,0,p11419_20to160ms,11419,0.020228898152709007
6073,506,0,p11419_20to160ms,11419,0.050672389566898346
6074,506,0,p11419_20to160ms,11419,0.08002861589193344
6075,506,0,p11419_20to160ms,11419,0.10286123305559158
6076,506,0,p11419_20to160ms,11419,0.12732474505901337
6077,506,0,p11419_20to160ms,11419,0.1583118736743927
6078,506,1,p14606_15to80ms,14606,0.015336195006966591
6079,506,1,p14606_15to80ms,14606,0.027839770540595055
6080,506,1,p14606_15to80ms,14606,0.040886979550123215
6081,506,1,p14606_15to80ms,14606,0.05339055880904198
6082,506,1,p14606_15to80ms,14606,0.06643776595592499
6083,506,1,p14606_15to80ms,14606,0.0794849768280983
6084,507,0,p11419_20to160ms,11419,0.020228898152709007
6085,507,0,p11419_20to160ms,11419,0.050672389566898346
6086,507,0,p11419_20to160ms,11419,0.08002861589193344
6087,507,0,p11419_20to160ms,11419,0.10286123305559158
6088,507,0,p11419_20to160ms,11419,0.12732474505901337
6089,507,0,p11419_20to160ms,11419,0.1583118736743927
6090,507,1,p14606_15to80ms,14606,0.015336195006966591
6091,507,1,p14606_15to80ms,14606,0.027839770540595055
6092,507,1,p14606_15to80ms,14606,0.040886979550123215
6093,507,1,p14606_15to80ms,14606,0.05339055880904198
6094,507,1,p14606_15to80ms,14606,0.06643776595592499
6095,507,1,p14606_15to80ms,14606,0.0794849768280983
6096,508,0,p11419_20to160ms,11419,0.020228898152709007
6097,508,0,p11419_20to160ms,11419,0.050672389566898346
6098,508,0,p11419_20to160ms,11419,0.08002861589193344
6099,508,0,p11419_20to160ms,11419,0.10286123305559158
6100,508,0,p11419_20to160ms,11419,0.12732474505901337
6101,508,0,p11419_20to160ms,11419,0.1583118736743927
6102,508,1,p14606_15to80ms,14606,0.015336195006966591
6103,508,1,p14606_15to80ms,14606,0.027839770540595055
6104,508,1,p14606_15to80ms,14606,0.040886979550123215
6105,508,1,p14606_15to80ms,14606,0.05339055880904198
6106,508,1,p14606_15to80ms,14606,0.06643776595592499
6107,508,1,p14606_15to80ms,14606,0.0794849768280983
6108,509,0,p11419_20to160ms,11419,0.020228898152709007
6109,509,0,p11419_20to160ms,11419,0.050672389566898346
6110,509,0,p11419_20to160ms,11419,0.08002861589193344
6111,509,0,p11419_20to160ms,11419,0.10286123305559158
6112,509,0,p11419_20to160ms,11419,0.12732474505901337
6113,509,0,p11419_20to160ms,11419,0.1583118736743927
6114,509,1,p14606_15to80ms,14606,0.015336195006966591
6115,509,1,p14606_15to80ms,14606,0.027839770540595055
6116,509,1,p14606_15to80ms,14606,0.040886979550123215
6117,509,1,p14606_15to80ms,14606,0.05339055880904198
6118,509,1,p14606_15to80ms,14606,0.06643776595592499
6119,509,1,p14606_15to80ms,14606,0.0794849768280983
6120,510,0,p11419_20to160ms,11419,0.020228898152709007
6121,510,0,p11419_20to160ms,11419,0.050672389566898346
6122,510,0,p11419_20to160ms,11419,0.08002861589193344
6123,510,0,p11419_20to160ms,11419,0.10286123305559158
6124,510,0,p11419_20to160ms,11419,0.12732474505901337
6125,510,0,p11419_20to160ms,11419,0.1583118736743927
6126,510,1,p14606_15to80ms,14606,0.015336195006966591
6127,510,1,p14606_15to80ms,14606,0.027839770540595055
6128,510,1,p14606_15to80ms,14606,0.040886979550123215
6129,510,1,p14606_15to80ms,14606,0.05339055880904198
6130,510,1,p14606_15to80ms,14606,0.06643776595592499
6131,510,1,p14606_15to80ms,14606,0.0794849768280983
6132,511,0,p11419_20to160ms,11419,0.020228898152709007
6133,511,0,p11419_20to160ms,11419,0.050672389566898346
6134,511,0,p11419_20to160ms,11419,0.08002861589193344
6135,511,0,p11419_20to160ms,11419,0.10286123305559158
6136,511,0,p11419_20to160ms,11419,0.12732474505901337
6137,511,0,p11419_20to160ms,11419,0.1583118736743927
6138,511,1,p14606_15to80ms,14606,0.015336195006966591
6139,511,1,p14606_15to80ms,14606,0.027839770540595055
6140,511,1,p14606_15to80ms,14606,0.040886979550123215
6141,511,1,p14606_15to80ms,14606,0.05339055880904198
6142,511,1,p14606_15to80ms,14606,0.06643776595592499
6143,511,1,p14606_15to80ms,14606,0.0794849768280983
6144,512,0,p11419_20to160ms,11419,0.020228898152709007
6145,512,0,p11419_20to160ms,11419,0.050672389566898346
6146,512,0,p11419_20to160ms,11419,0.08002861589193344
6147,512,0,p11419_20to160ms,11419,0.10286123305559158
6148,512,0,p11419_20to160ms,11419,0.12732474505901337
6149,512,0,p11419_20to160ms,11419,0.1583118736743927
6150,512,1,p14606_15to80ms,14606,0.015336195006966591
6151,512,1,p14606_15to80ms,14606,0.027839770540595055
6152,512,1,p14606_15to80ms,14606,0.040886979550123215
6153,512,1,p14606_15to80ms,14606,0.05339055880904198
6154,512,1,p14606_15to80ms,14606,0.06643776595592499
6155,512,1,p14606_15to80ms,14606,0.0794849768280983
6156,513,0,p11419_20to160ms,11419,0.020228898152709007
6157,513,0,p11419_20to160ms,11419,0.050672389566898346
6158,513,0,p11419_20to160ms,11419,0.08002861589193344
6159,513,0,p11419_20to160ms,11419,0.10286123305559158
6160,513,0,p11419_20to160ms,11419,0.12732474505901337
6161,513,0,p11419_20to160ms,11419,0.1583118736743927
6162,513,1,p14606_15to80ms,14606,0.015336195006966591
6163,513,1,p14606_15to80ms,14606,0.027839770540595055
6164,513,1,p14606_15to80ms,14606,0.040886979550123215
6165,513,1,p14606_15to80ms,14606,0.05339055880904198
6166,513,1,p14606_15to80ms,14606,0.06643776595592499
6167,513,1,p14606_15to80ms,14606,0.0794849768280983
6168,514,0,p11419_20to160ms,11419,0.020228898152709007
6169,514,0,p11419_20to160ms,11419,0.050672389566898346
6170,514,0,p11419_20to160ms,11419,0.08002861589193344
6171,514,0,p11419_20to160ms,11419,0.10286123305559158
6172,514,0,p11419_20to160ms,11419,0.12732474505901337
6173,514,0,p11419_20to160ms,11419,0.1583118736743927
6174,514,1,p14606_15to80ms,14606,0.015336195006966591
6175,514,1,p14606_15to80ms,14606,0.027839770540595055
6176,514,1,p14606_15to80ms,14606,0.040886979550123215
6177,514,1,p14606_15to80ms,14606,0.05339055880904198
6178,514,1,p14606_15to80ms,14606,0.06643776595592499
6179,514,1,p14606_15to80ms,14606,0.0794849768280983
6180,515,0,p11419_20to160ms,11419,0.020228898152709007
6181,515,0,p11419_20to160ms,11419,0.050672389566898346
6182,515,0,p11419_20to160ms,11419,0.08002861589193344
6183,515,0,p11419_20to160ms,11419,0.10286123305559158
6184,515,0,p11419_20to160ms,11419,0.12732474505901337
6185,515,0,p11419_20to160ms,11419,0.1583118736743927
6186,515,1,p14606_15to80ms,14606,0.015336195006966591
6187,515,1,p14606_15to80ms,14606,0.027839770540595055
6188,515,1,p14606_15to80ms,14606,0.040886979550123215
6189,515,1,p14606_15to80ms,14606,0.05339055880904198
6190,515,1,p14606_15to80ms,14606,0.06643776595592499
6191,515,1,p14606_15to80ms,14606,0.0794849768280983
6192,516,0,p11419_20to160ms,11419,0.020228898152709007
6193,516,0,p11419_20to160ms,11419,0.050672389566898346
6194,516,0,p11419_20to160ms,11419,0.08002861589193344
6195,516,0,p11419_20to160ms,11419,0.10286123305559158
6196,516,0,p11419_20to160ms,11419,0.12732474505901337
6197,516,0,p11419_20to160ms,11419,0.1583118736743927
6198,516,1,p14606_15to80ms,14606,0.015336195006966591
6199,516,1,p14606_15to80ms,14606,0.027839770540595055
6200,516,1,p14606_15to80ms,14606,0.040886979550123215
6201,516,1,p14606_15to80ms,14606,0.05339055880904198
6202,516,1,p14606_15to80ms,14606,0.06643776595592499
6203,516,1,p14606_15to80ms,14606,0.0794849768280983
6204,517,0,p11419_20to160ms,11419,0.020228898152709007
6205,517,0,p11419_20to160ms,11419,0.050672389566898346
6206,517,0,p11419_20to160ms,11419,0.08002861589193344
6207,517,0,p11419_20to160ms,11419,0.10286123305559158
6208,517,0,p11419_20to160ms,11419,0.12732474505901337
6209,517,0,p11419_20to160ms,11419,0.1583118736743927
6210,517,1,p14606_15to80ms,14606,0.015336195006966591
6211,517,1,p14606_15to80ms,14606,0.027839770540595055
6212,517,1,p14606_15to80ms,14606,0.040886979550123215
6213,517,1,p14606_15to80ms,14606,0.05339055880904198
6214,517,1,p14606_15to80ms,14606,0.06643776595592499
6215,517,1,p14606_15to80ms,14606,0.0794849768280983
6216,518,0,p11419_20to160ms,11419,0.020228898152709007
6217,518,0,p11419_20to160ms,11419,0.050672389566898346
6218,518,0,p11419_20to160ms,11419,0.08002861589193344
6219,518,0,p11419_20to160ms,11419,0.10286123305559158
6220,518,0,p11419_20to160ms,11419,0.12732474505901337
6221,518,0,p11419_20to160ms,11419,0.1583118736743927
6222,518,1,p14606_15to80ms,14606,0.015336195006966591
6223,518,1,p14606_15to80ms,14606,0.027839770540595055
6224,518,1,p14606_15to80ms,14606,0.040886979550123215
6225,518,1,p14606_15to80ms,14606,0.05339055880904198
6226,518,1,p14606_15to80ms,14606,0.06643776595592499
6227,518,1,p14606_15to80ms,14606,0.0794849768280983
6228,519,0,p11419_20to160ms,11419,0.020228898152709007
6229,519,0,p11419_20to160ms,11419,0.050672389566898346
6230,519,0,p11419_20to160ms,11419,0.08002861589193344
6231,519,0,p11419_20to160ms,11419,0.10286123305559158
6232,519,0,p11419_20to160ms,11419,0.12732474505901337
6233,519,0,p11419_20to160ms,11419,0.1583118736743927
6234,519,1,p14606_15to80ms,14606,0.015336195006966591
6235,519,1,p14606_15to80ms,14606,0.027839770540595055
6236,519,1,p14606_15to80ms,14606,0.040886979550123215
6237,519,1,p14606_15to80ms,14606,0.05339055880904198
6238,519,1,p14606_15to80ms,14606,0.06643776595592499
6239,519,1,p14606_15to80ms,14606,0.0794849768280983
6240,520,0,p11419_20to160ms,11419,0.020228898152709007
6241,520,0,p11419_20to160ms,11419,0.050672389566898346
6242,520,0,p11419_20to160ms,11419,0.08002861589193344
6243,520,0,p11419_20to160ms,11419,0.10286123305559158
6244,520,0,p11419_20to160ms,11419,0.12732474505901337
6245,520,0,p11419_20to160ms,11419,0.1583118736743927
6246,520,1,p14606_15to80ms,14606,0.015336195006966591
6247,520,1,p14606_15to80ms,14606,0.027839770540595055
6248,520,1,p14606_15to80ms,14606,0.040886979550123215
6249,520,1,p14606_15to80ms,14606,0.05339055880904198
6250,520,1,p14606_15to80ms,14606,0.06643776595592499
6251,520,1,p14606_15to80ms,14606,0.0794849768280983
6252,521,0,p11419_20to160ms,11419,0.020228898152709007
6253,521,0,p11419_20to160ms,11419,0.050672389566898346
6254,521,0,p11419_20to160ms,11419,0.08002861589193344
6255,521,0,p11419_20to160ms,11419,0.10286123305559158
6256,521,0,p11419_20to160ms,11419,0.12732474505901337
6257,521,0,p11419_20to160ms,11419,0.1583118736743927
6258,521,1,p14606_15to80ms,14606,0.015336195006966591
6259,521,1,p14606_15to80ms,14606,0.027839770540595055
6260,521,1,p14606_15to80ms,14606,0.040886979550123215
6261,521,1,p14606_15to80ms,14606,0.05339055880904198
6262,521,1,p14606_15to80ms,14606,0.06643776595592499
6263,521,1,p14606_15to80ms,14606,0.0794849768280983
6264,522,0,p11419_20to160ms,11419,0.020228898152709007
6265,522,0,p11419_20to160ms,11419,0.050672389566898346
6266,522,0,p11419_20to160ms,11419,0.08002861589193344
6267,522,0,p11419_20to160ms,11419,0.10286123305559158
6268,522,0,p11419_20to160ms,11419,0.12732474505901337
6269,522,0,p11419_20to160ms,11419,0.1583118736743927
6270,522,1,p14606_15to80ms,14606,0.015336195006966591
6271,522,1,p14606_15to80ms,14606,0.027839770540595055
6272,522,1,p14606_15to80ms,14606,0.040886979550123215
6273,522,1,p14606_15to80ms,14606,0.05339055880904198
6274,522,1,p14606_15to80ms,14606,0.06643776595592499
6275,522,1,p14606_15to80ms,14606,0.0794849768280983
6276,523,0,p11419_20to160ms,11419,0.020228898152709007
6277,523,0,p11419_20to160ms,11419,0.050672389566898346
6278,523,0,p11419_20to160ms,11419,0.08002861589193344
6279,523,0,p11419_20to160ms,11419,0.10286123305559158
6280,523,0,p11419_20to160ms,11419,0.12732474505901337
6281,523,0,p11419_20to160ms,11419,0.1583118736743927
6282,523,1,p14606_15to80ms,14606,0.015336195006966591
6283,523,1,p14606_15to80ms,14606,0.027839770540595055
6284,523,1,p14606_15to80ms,14606,0.040886979550123215
6285,523,1,p14606_15to80ms,14606,0.05339055880904198
6286,523,1,p14606_15to80ms,14606,0.06643776595592499
6287,523,1,p14606_15to80ms,14606,0.0794849768280983
6288,524,0,p11419_20to160ms,11419,0.020228898152709007
6289,524,0,p11419_20to160ms,11419,0.050672389566898346
6290,524,0,p11419_20to160ms,11419,0.08002861589193344
6291,524,0,p11419_20to160ms,11419,0.10286123305559158
6292,524,0,p11419_20to160ms,11419,0.12732474505901337
6293,524,0,p11419_20to160ms,11419,0.1583118736743927
6294,524,1,p14606_15to80ms,14606,0.015336195006966591
6295,524,1,p14606_15to80ms,14606,0.027839770540595055
6296,524,1,p14606_15to80ms,14606,0.040886979550123215
6297,524,1,p14606_15to80ms,14606,0.05339055880904198
6298,524,1,p14606_15to80ms,14606,0.06643776595592499
6299,524,1,p14606_15to80ms,14606,0.0794849768280983
6300,525,0,p11419_20to160ms,11419,0.020228898152709007
6301,525,0,p11419_20to160ms,11419,0.050672389566898346
6302,525,0,p11419_20to160ms,11419,0.08002861589193344
6303,525,0,p11419_20to160ms,11419,0.10286123305559158
6304,525,0,p11419_20to160ms,11419,0.12732474505901337
6305,525,0,p11419_20to160ms,11419,0.1583118736743927
6306,525,1,p14606_15to80ms,14606,0.015336195006966591
6307,525,1,p14606_15to80ms,14606,0.027839770540595055
6308,525,1,p14606_15to80ms,14606,0.040886979550123215
6309,525,1,p14606_15to80ms,14606,0.05339055880904198
6310,525,1,p14606_15to80ms,14606,0.06643776595592499
6311,525,1,p14606_15to80ms,14606,0.0794849768280983
6312,526,0,p11419_20to160ms,11419,0.020228898152709007
6313,526,0,p11419_20to160ms,11419,0.050672389566898346
6314,526,0,p11419_20to160ms,11419,0.08002861589193344
6315,526,0,p11419_20to160ms,11419,0.10286123305559158
6316,526,0,p11419_20to160ms,11419,0.12732474505901337
6317,526,0,p11419_20to160ms,11419,0.1583118736743927
6318,526,1,p14606_15to80ms,14606,0.015336195006966591
6319,526,1,p14606_15to80ms,14606,0.027839770540595055
6320,526,1,p14606_15to80ms,14606,0.040886979550123215
6321,526,1,p14606_15to80ms,14606,0.05339055880904198
6322,526,1,p14606_15to80ms,14606,0.06643776595592499
6323,526,1,p14606_15to80ms,14606,0.0794849768280983
6324,527,0,p11419_20to160ms,11419,0.020228898152709007
6325,527,0,p11419_20to160ms,11419,0.050672389566898346
6326,527,0,p11419_20to160ms,11419,0.08002861589193344
6327,527,0,p11419_20to160ms,11419,0.10286123305559158
6328,527,0,p11419_20to160ms,11419,0.12732474505901337
6329,527,0,p11419_20to160ms,11419,0.1583118736743927
6330,527,1,p14606_15to80ms,14606,0.015336195006966591
6331,527,1,p14606_15to80ms,14606,0.027839770540595055
6332,527,1,p14606_15to80ms,14606,0.040886979550123215
6333,527,1,p14606_15to80ms,14606,0.05339055880904198
6334,527,1,p14606_15to80ms,14606,0.06643776595592499
6335,527,1,p14606_15to80ms,14606,0.0794849768280983
6336,528,0,p11419_20to160ms,11419,0.020228898152709007
6337,528,0,p11419_20to160ms,11419,0.050672389566898346
6338,528,0,p11419_20to160ms,11419,0.08002861589193344
6339,528,0,p11419_20to160ms,11419,0.10286123305559158
6340,528,0,p11419_20to160ms,11419,0.12732474505901337
6341,528,0,p11419_20to160ms,11419,0.1583118736743927
6342,528,1,p14606_15to80ms,14606,0.015336195006966591
6343,528,1,p14606_15to80ms,14606,0.027839770540595055
6344,528,1,p14606_15to80ms,14606,0.040886979550123215
6345,528,1,p14606_15to80ms,14606,0.05339055880904198
6346,528,1,p14606_15to80ms,14606,0.06643776595592499
6347,528,1,p14606_15to80ms,14606,0.0794849768280983
6348,529,0,p11419_20to160ms,11419,0.020228898152709007
6349,529,0,p11419_20to160ms,11419,0.050672389566898346
6350,529,0,p11419_20to160ms,11419,0.08002861589193344
6351,529,0,p11419_20to160ms,11419,0.10286123305559158
6352,529,0,p11419_20to160ms,11419,0.12732474505901337
6353,529,0,p11419_20to160ms,11419,0.1583118736743927
6354,529,1,p14606_15to80ms,14606,0.015336195006966591
6355,529,1,p14606_15to80ms,14606,0.027839770540595055
6356,529,1,p14606_15to80ms,14606,0.040886979550123215
6357,529,1,p14606_15to80ms,14606,0.05339055880904198
6358,529,1,p14606_15to80ms,14606,0.06643776595592499
6359,529,1,p14606_15to80ms,14606,0.0794849768280983
6360,530,0,p11419_20to160ms,11419,0.020228898152709007
6361,530,0,p11419_20to160ms,11419,0.050672389566898346
6362,530,0,p11419_20to160ms,11419,0.08002861589193344
6363,530,0,p11419_20to160ms,11419,0.10286123305559158
6364,530,0,p11419_20to160ms,11419,0.12732474505901337
6365,530,0,p11419_20to160ms,11419,0.1583118736743927
6366,530,1,p14606_15to80ms,14606,0.015336195006966591
6367,530,1,p14606_15to80ms,14606,0.027839770540595055
6368,530,1,p14606_15to80ms,14606,0.040886979550123215
6369,530,1,p14606_15to80ms,14606,0.05339055880904198
6370,530,1,p14606_15to80ms,14606,0.06643776595592499
6371,530,1,p14606_15to80ms,14606,0.0794849768280983
6372,531,0,p11419_20to160ms,11419,0.020228898152709007
6373,531,0,p11419_20to160ms,11419,0.050672389566898346
6374,531,0,p11419_20to160ms,11419,0.08002861589193344
6375,531,0,p11419_20to160ms,11419,0.10286123305559158
6376,531,0,p11419_20to160ms,11419,0.12732474505901337
6377,531,0,p11419_20to160ms,11419,0.1583118736743927
6378,531,1,p14606_15to80ms,14606,0.015336195006966591
6379,531,1,p14606_15to80ms,14606,0.027839770540595055
6380,531,1,p14606_15to80ms,14606,0.040886979550123215
6381,531,1,p14606_15to80ms,14606,0.05339055880904198
6382,531,1,p14606_15to80ms,14606,0.06643776595592499
6383,531,1,p14606_15to80ms,14606,0.0794849768280983
6384,532,0,p11419_20to160ms,11419,0.020228898152709007
6385,532,0,p11419_20to160ms,11419,0.050672389566898346
6386,532,0,p11419_20to160ms,11419,0.08002861589193344
6387,532,0,p11419_20to160ms,11419,0.10286123305559158
6388,532,0,p11419_20to160ms,11419,0.12732474505901337
6389,532,0,p11419_20to160ms,11419,0.1583118736743927
6390,532,1,p14606_15to80ms,14606,0.015336195006966591
6391,532,1,p14606_15to80ms,14606,0.027839770540595055
6392,532,1,p14606_15to80ms,14606,0.040886979550123215
6393,532,1,p14606_15to80ms,14606,0.05339055880904198
6394,532,1,p14606_15to80ms,14606,0.06643776595592499
6395,532,1,p14606_15to80ms,14606,0.0794849768280983
6396,533,0,p11419_20to160ms,11419,0.020228898152709007
6397,533,0,p11419_20to160ms,11419,0.050672389566898346
6398,533,0,p11419_20to160ms,11419,0.08002861589193344
6399,533,0,p11419_20to160ms,11419,0.10286123305559158
6400,533,0,p11419_20to160ms,11419,0.12732474505901337
6401,533,0,p11419_20to160ms,11419,0.1583118736743927
6402,533,1,p14606_15to80ms,14606,0.015336195006966591
6403,533,1,p14606_15to80ms,14606,0.027839770540595055
6404,533,1,p14606_15to80ms,14606,0.040886979550123215
6405,533,1,p14606_15to80ms,14606,0.05339055880904198
6406,533,1,p14606_15to80ms,14606,0.06643776595592499
6407,533,1,p14606_15to80ms,14606,0.0794849768280983
6408,534,0,p11419_20to160ms,11419,0.020228898152709007
6409,534,0,p11419_20to160ms,11419,0.050672389566898346
6410,534,0,p11419_20to160ms,11419,0.08002861589193344
6411,534,0,p11419_20to160ms,11419,0.10286123305559158
6412,534,0,p11419_20to160ms,11419,0.12732474505901337
6413,534,0,p11419_20to160ms,11419,0.1583118736743927
6414,534,1,p14606_15to80ms,14606,0.015336195006966591
6415,534,1,p14606_15to80ms,14606,0.027839770540595055
6416,534,1,p14606_15to80ms,14606,0.040886979550123215
6417,534,1,p14606_15to80ms,14606,0.05339055880904198
6418,534,1,p14606_15to80ms,14606,0.06643776595592499
6419,534,1,p14606_15to80ms,14606,0.0794849768280983
6420,535,0,p11419_20to160ms,11419,0.020228898152709007
6421,535,0,p11419_20to160ms,11419,0.050672389566898346
6422,535,0,p11419_20to160ms,11419,0.08002861589193344
6423,535,0,p11419_20to160ms,11419,0.10286123305559158
6424,535,0,p11419_20to160ms,11419,0.12732474505901337
6425,535,0,p11419_20to160ms,11419,0.1583118736743927
6426,535,1,p14606_15to80ms,14606,0.015336195006966591
6427,535,1,p14606_15to80ms,14606,0.027839770540595055
6428,535,1,p14606_15to80ms,14606,0.040886979550123215
6429,535,1,p14606_15to80ms,14606,0.05339055880904198
6430,535,1,p14606_15to80ms,14606,0.06643776595592499
6431,535,1,p14606_15to80ms,14606,0.0794849768280983
6432,536,0,p11419_20to160ms,11419,0.020228898152709007
6433,536,0,p11419_20to160ms,11419,0.050672389566898346
6434,536,0,p11419_20to160ms,11419,0.08002861589193344
6435,536,0,p11419_20to160ms,11419,0.10286123305559158
6436,536,0,p11419_20to160ms,11419,0.12732474505901337
6437,536,0,p11419_20to160ms,11419,0.1583118736743927
6438,536,1,p14606_15to80ms,14606,0.015336195006966591
6439,536,1,p14606_15to80ms,14606,0.027839770540595055
6440,536,1,p14606_15to80ms,14606,0.040886979550123215
6441,536,1,p14606_15to80ms,14606,0.05339055880904198
6442,536,1,p14606_15to80ms,14606,0.06643776595592499
6443,536,1,p14606_15to80ms,14606,0.0794849768280983
6444,537,0,p11419_20to160ms,11419,0.020228898152709007
6445,537,0,p11419_20to160ms,11419,0.050672389566898346
6446,537,0,p11419_20to160ms,11419,0.08002861589193344
6447,537,0,p11419_20to160ms,11419,0.10286123305559158
6448,537,0,p11419_20to160ms,11419,0.12732474505901337
6449,537,0,p11419_20to160ms,11419,0.1583118736743927
6450,537,1,p14606_15to80ms,14606,0.015336195006966591
6451,537,1,p14606_15to80ms,14606,0.027839770540595055
6452,537,1,p14606_15to80ms,14606,0.040886979550123215
6453,537,1,p14606_15to80ms,14606,0.05339055880904198
6454,537,1,p14606_15to80ms,14606,0.06643776595592499
6455,537,1,p14606_15to80ms,14606,0.0794849768280983
6456,538,0,p11419_20to160ms,11419,0.020228898152709007
6457,538,0,p11419_20to160ms,11419,0.050672389566898346
6458,538,0,p11419_20to160ms,11419,0.08002861589193344
6459,538,0,p11419_20to160ms,11419,0.10286123305559158
6460,538,0,p11419_20to160ms,11419,0.12732474505901337
6461,538,0,p11419_20to160ms,11419,0.1583118736743927
6462,538,1,p14606_15to80ms,14606,0.015336195006966591
6463,538,1,p14606_15to80ms,14606,0.027839770540595055
6464,538,1,p14606_15to80ms,14606,0.040886979550123215
6465,538,1,p14606_15to80ms,14606,0.05339055880904198
6466,538,1,p14606_15to80ms,14606,0.06643776595592499
6467,538,1,p14606_15to80ms,14606,0.0794849768280983
6468,539,0,p11419_20to160ms,11419,0.020228898152709007
6469,539,0,p11419_20to160ms,11419,0.050672389566898346
6470,539,0,p11419_20to160ms,11419,0.08002861589193344
6471,539,0,p11419_20to160ms,11419,0.10286123305559158
6472,539,0,p11419_20to160ms,11419,0.12732474505901337
6473,539,0,p11419_20to160ms,11419,0.1583118736743927
6474,539,1,p14606_15to80ms,14606,0.015336195006966591
6475,539,1,p14606_15to80ms,14606,0.027839770540595055
6476,539,1,p14606_15to80ms,14606,0.040886979550123215
6477,539,1,p14606_15to80ms,14606,0.05339055880904198
6478,539,1,p14606_15to80ms,14606,0.06643776595592499
6479,539,1,p14606_15to80ms,14606,0.0794849768280983
6480,540,0,p11419_20to160ms,11419,0.020228898152709007
6481,540,0,p11419_20to160ms,11419,0.050672389566898346
6482,540,0,p11419_20to160ms,11419,0.08002861589193344
6483,540,0,p11419_20to160ms,11419,0.10286123305559158
6484,540,0,p11419_20to160ms,11419,0.12732474505901337
6485,540,0,p11419_20to160ms,11419,0.1583118736743927
6486,540,1,p14606_15to80ms,14606,0.015336195006966591
6487,540,1,p14606_15to80ms,14606,0.027839770540595055
6488,540,1,p14606_15to80ms,14606,0.040886979550123215
6489,540,1,p14606_15to80ms,14606,0.05339055880904198
6490,540,1,p14606_15to80ms,14606,0.06643776595592499
6491,540,1,p14606_15to80ms,14606,0.0794849768280983
6492,541,0,p11419_20to160ms,11419,0.020228898152709007
6493,541,0,p11419_20to160ms,11419,0.050672389566898346
6494,541,0,p11419_20to160ms,11419,0.08002861589193344
6495,541,0,p11419_20to160ms,11419,0.10286123305559158
6496,541,0,p11419_20to160ms,11419,0.12732474505901337
6497,541,0,p11419_20to160ms,11419,0.1583118736743927
6498,541,1,p14606_15to80ms,14606,0.015336195006966591
6499,541,1,p14606_15to80ms,14606,0.027839770540595055
6500,541,1,p14606_15to80ms,14606,0.040886979550123215
6501,541,1,p14606_15to80ms,14606,0.05339055880904198
6502,541,1,p14606_15to80ms,14606,0.06643776595592499
6503,541,1,p14606_15to80ms,14606,0.0794849768280983
6504,542,0,p11419_20to160ms,11419,0.020228898152709007
